SPECIES_NR,LETTERCODE,SHORTNAME,ABBREVIAT,SYNONYM,VALID_NR
1875,CALOC;L,Calop chlor var. chlor,Caloplaca chlorina var. chlorina,FALSE,1875
1876,CALOCHR,Caloplaca chrysodeta,Caloplaca chrysodeta,FALSE,1876
1877,CALOCIR,Caloplaca cirrochroa,Caloplaca cirrochroa,FALSE,1877
1878,CALOC;A,Calop citri var. arcis,Caloplaca citrina var. arcis,FALSE,1878
1879,CALOCIT,Caloplaca citrina,Caloplaca citrina,FALSE,1879
1880,CALOCOC,Caloplaca coccinea,Caloplaca coccinea,FALSE,1880
1881,CALOCON,Caloplaca conciliascen,Caloplaca conciliascens,FALSE,1881
1882,CALOCOV,Caloplaca conversa,Caloplaca conversa,FALSE,1882
1883,CALOCOR,Caloplaca coronata,Caloplaca coronata,FALSE,1883
1884,CALOCRE,Caloplaca crenularia,Caloplaca crenularia,FALSE,1884
1885,CALODEC,Caloplaca decipiens,Caloplaca decipiens,FALSE,1885
1886,CALODEL,Caloplaca declarata,Caloplaca declarata,FALSE,1886
1887,CALODIP,Caloplaca diphyodes,Caloplaca diphyodes,FALSE,1887
1888,CALODOL,Caloplaca dolomiticola,Caloplaca dolomiticola,FALSE,1888
1889,CALOEPI,Caloplaca epiphyta,Caloplaca epiphyta,FALSE,1889
1890,CALOEPT,Caloplaca epithallina,Caloplaca epithallina,FALSE,1890
1891,CALOEXS,Caloplaca exsecuta,Caloplaca exsecuta,FALSE,1891
1892,CALOFER,Caloplaca ferruginea,Caloplaca ferruginea,FALSE,1892
1893,CALOFLA,Caloplaca flavescens,Caloplaca flavescens,FALSE,1893
1894,CALOFLV,Caloplaca flavorubens,Caloplaca flavorubens,FALSE,1894
1895,CALOFLO,Caloplaca flavoviresce,Caloplaca flavovirescens,FALSE,1895
1896,CALOFUR,Caloplaca furfuracea,Caloplaca furfuracea,FALSE,1896
1897,CALOGRA,Caloplaca granulosa,Caloplaca granulosa,FALSE,1897
1898,CALOGRI,Caloplaca grimmiae,Caloplaca grimmiae,FALSE,1898
1899,CALOHAV,Caloplaca havaasii,Caloplaca havaasii,FALSE,1899
1900,CALOHER,Caloplaca herbidella,Caloplaca herbidella,FALSE,1900
1901,CALOHOL,Caloplaca holocarpa,Caloplaca holocarpa,FALSE,1901
1902,CALOHUN,Caloplaca hungarica,Caloplaca hungarica,FALSE,1902
1903,CALOINC,Caloplaca inconnexa,Caloplaca inconnexa,FALSE,1903
1904,CALOINS,Caloplaca insularis,Caloplaca insularis,FALSE,1904
1905,CALOIRR,Caloplaca irrubescens,Caloplaca irrubescens,FALSE,1905
1906,CALOISI,Caloplaca isidiigera,Caloplaca isidiigera,FALSE,1906
1907,CALOJUN,Caloplaca jungermannia,Caloplaca jungermanniae,FALSE,1907
1908,CALOKEI,Caloplaca keissleri,Caloplaca keissleri,FALSE,1908
1909,CALOLAC,Caloplaca lactea,Caloplaca lactea,FALSE,1909
1910,CALOLAT,Calopl lactea f. aesti,Caloplaca lactea f. aestimabilis,FALSE,1910
1911,CALOLEP,Caloplaca leptocheila,Caloplaca leptocheila,FALSE,1911
1912,CALOLIT,Caloplaca lithophila,Caloplaca lithophila,FALSE,1912
1913,CALOLIV,Caloplaca livida,Caloplaca livida,FALSE,1913
1914,CALOLOB,Caloplaca lobulata,Caloplaca lobulata,FALSE,1914
1915,CALOLUC,Caloplaca lucifuga,Caloplaca lucifuga,FALSE,1915
1916,CALOLUT,Caloplaca luteoalba,Caloplaca luteoalba,FALSE,1916
1917,CALOMAG,Caloplaca magnifilii,Caloplaca magnifilii,FALSE,1917
1918,CALOMIC,Caloplaca microphyllin,Caloplaca microphyllina,FALSE,1918
1919,CALONIV,Caloplaca nivalis,Caloplaca nivalis,FALSE,1919
1920,CALONUB,Caloplaca nubigena,Caloplaca nubigena,FALSE,1920
1921,CALOOAS,Caloplaca oasis,Caloplaca oasis,FALSE,1921
1922,CALOOBL,Caloplaca obliterans,Caloplaca obliterans,FALSE,1922
1923,CALOOBS,Caloplaca obscurella,Caloplaca obscurella,FALSE,1923
1924,CALOOCH,Caloplaca ochracea,Caloplaca ochracea,FALSE,1924
1925,CALOPAU,Caloplaca paulii,Caloplaca paulii,FALSE,1925
1926,CALOPER,Caloplaca percrocata,Caloplaca percrocata,FALSE,1926
1927,CALOPOL,Caloplaca polycarpa,Caloplaca polycarpa,FALSE,1927
1928,CALOPRO,Caloplaca proteus,Caloplaca proteus,FALSE,1928
1929,CALORUB,Caloplaca rubelliana,Caloplaca rubelliana,FALSE,1929
1930,CALOSAX,Caloplaca saxicola,Caloplaca saxicola,FALSE,1930
1931,CALOSAI,Caloplaca saxifragarum,Caloplaca saxifragarum,FALSE,1931
1932,CALOSCH,Caloplaca schoeferi,Caloplaca schoeferi,FALSE,1932
1933,CALOSCO,Caloplaca scotoplaca,Caloplaca scotoplaca,FALSE,1933
1934,CALOSCR,Caloplaca scrobiculata,Caloplaca scrobiculata,FALSE,1934
1935,CALOSIN,Caloplaca sinapisperma,Caloplaca sinapisperma,FALSE,1935
1936,CALOSOR,Caloplaca sorocarpa,Caloplaca sorocarpa,FALSE,1936
1937,CALOSTE,Caloplaca steropea,Caloplaca steropea,FALSE,1937
1938,CALOSTI,Caloplaca stillicidior,Caloplaca stillicidiorum,FALSE,1938
1939,CALOSUB,Caloplaca subpallida,Caloplaca subpallida,FALSE,1939
1940,CALOTEI,Caloplaca teicholyta,Caloplaca teicholyta,FALSE,1940
1941,CALOTET,Caloplaca tetraspora,Caloplaca tetraspora,FALSE,1941
1942,CALOTIR,Caloplaca tiroliensis,Caloplaca tiroliensis,FALSE,1942
1943,CALOTOM,Caloplaca tominii,Caloplaca tominii,FALSE,1943
1944,CALOTOR,Caloplaca tornoensis,Caloplaca tornoensis,FALSE,1944
1945,CALOTRI,Caloplaca tristiuscula,Caloplaca tristiuscula,FALSE,1945
1946,CALOVAR,Caloplaca variabilis,Caloplaca variabilis,FALSE,1946
1947,CALOVIT,Caloplaca vitellinaria,Caloplaca vitellinaria,FALSE,1947
1948,CALOVIE,Caloplaca vitellinula,Caloplaca vitellinula,FALSE,1948
1949,CALOXAN,Caloplaca xantholyta,Caloplaca xantholyta,FALSE,1949
1950,CALOXER,Caloplaca xerica,Caloplaca xerica,FALSE,1950
1951,CALO-SP,Caloplaca species,Caloplaca species,FALSE,1951
1952,CALFPAL,Caltha palustris,Caltha palustris,FALSE,1952
1953,CALF-SP,Caltha species,Caltha species,FALSE,1953
1954,CALYERO,Calymperes erosum,Calymperes erosum,FALSE,1954
1955,CALY-SP,Calymperes species,Calymperes species,FALSE,1955
1956,CALJARG,Calypogeia arguta,Calypogeia arguta,FALSE,1956
1957,CALJAZU,Calypogeia azurea,Calypogeia azurea,FALSE,1957
1958,CALJFIS,Calypogeia fissa,Calypogeia fissa,FALSE,1958
1959,CALJINT,Calypogeia integristip,Calypogeia integristipula,FALSE,1959
1960,CALJMUE,Calypogeia muelleriana,Calypogeia muelleriana,FALSE,1960
1961,CALJNEE,Calypogeia neesiana,Calypogeia neesiana,FALSE,1961
1962,CALJSPH,Calypogeia sphagnicola,Calypogeia sphagnicola,FALSE,1962
1963,CALJSUE,Calypogeia suecica,Calypogeia suecica,FALSE,1963
1964,CALJ-SP,Calypogeia species,Calypogeia species,FALSE,1964
1965,CALKAPI,Calyptrochae apiculata,Calyptrochaeta apiculata,FALSE,1965
1966,CALK-SP,Calyptrochaeta species,Calyptrochaeta species,FALSE,1966
1967,CALQPUL,Calystegia pulchra,Calystegia pulchra,FALSE,1967
1968,CALQSEP,Calystegia sepium,Calystegia sepium,FALSE,1968
1969,CALQ#SE,Calystegia sepium agg.,Calystegia sepium agg.,FALSE,1969
1970,CALQSIL,Calystegia silvatica,Calystegia silvatica,FALSE,1970
1971,CALQ-SP,Calystegia species,Calystegia species,FALSE,1971
1972,CAMEALY,Camelina alyssum,Camelina alyssum,FALSE,1972
1973,CAMEA-A,Camel alyss ssp. alyss,Camelina alyssum ssp. alyssum,FALSE,1973
1974,CAMEA-I,Camel alyss ssp. integ,Camelina alyssum ssp. integerrima,FALSE,1974
1975,CAMEMIC,Camelina microcarpa,Camelina microcarpa,FALSE,1975
1976,CAMEM-M,Camel micro ssp. micro,Camelina microcarpa ssp. microcarpa,FALSE,1976
1977,CAMEM-S,Camel micro ssp. sylve,Camelina microcarpa ssp. sylvestris,FALSE,1977
1978,CAMERUM,Camelina rumelica,Camelina rumelica,FALSE,1978
1979,CAMESAT,Camelina sativa,Camelina sativa,FALSE,1979
1980,CAMES-Z,Camel sativ ssp. zinge,Camelina sativa ssp. zingeri,FALSE,1980
1981,CAMES-S,Camel sativ ssp. sativ,Camelina sativa ssp. sativa,FALSE,1981
1982,CAME#SA,Camelina sativa agg.,Camelina sativa agg.,FALSE,1982
1983,CAMELAX,Camelina laxa,Camelina laxa,FALSE,1983
1984,CAME-SP,Camelina species,Camelina species,FALSE,1984
1985,CAMPALL,Campanula alliariifoli,Campanula alliariifolia,FALSE,1985
1986,CAMPALP,Campanula alpina,Campanula alpina,FALSE,1986
1987,CAMPBAR,Campanula barbata,Campanula barbata,FALSE,1987
1988,CAMPB-B,Campa barba ssp. barba,Campanula barbata ssp. barbata,FALSE,1988
1989,CAMPB-S,Campa barba ssp. stric,Campanula barbata ssp. strictopedunculata,FALSE,1989
1990,CAMPBEC,Campanula beckiana,Campanula beckiana,FALSE,1990
1991,CAMPBOH,Campanula bohemica,Campanula bohemica,FALSE,1991
1992,CAMPBON,Campanula bononiensis,Campanula bononiensis,FALSE,1992
1993,CAMPCAR,Campanula carnica,Campanula carnica,FALSE,1993
1994,CAMPC-C,Campa carni ssp. carni,Campanula carnica ssp. carnica,FALSE,1994
1995,CAMPCAP,Campanula carpatica,Campanula carpatica,FALSE,1995
1996,CAMPCEN,Campanula cenisia,Campanula cenisia,FALSE,1996
1997,CAMPCER,Campanula cervicaria,Campanula cervicaria,FALSE,1997
1998,CAMPCES,Campanula cespitosa,Campanula cespitosa,FALSE,1998
1999,CAMPCOC,Campanula cochleariifo,Campanula cochleariifolia,FALSE,1999
2000,CAMPGAR,Campanula garganica,Campanula garganica,FALSE,2000
2001,CAMPGEL,Campanula gelida,Campanula gelida,FALSE,2001
2002,CAMPGEN,Campanula gentilis,Campanula gentilis,FALSE,2002
2003,CAMPGLO,Campanula glomerata,Campanula glomerata,FALSE,2003
2004,CAMPLAT,Campanula latifolia,Campanula latifolia,FALSE,2004
2005,CAMPMAC,Campanula macrostachya,Campanula macrostachya,FALSE,2005
2006,CAMPMED,Campanula medium,Campanula medium,FALSE,2006
2007,CAMPMOR,Campanula moravica,Campanula moravica,FALSE,2007
2008,CAMPM-M,Campa morav ssp. morav,Campanula moravica ssp. moravica,FALSE,2008
2009,CAMPM-X,Campa morav ssp. xylor,Campanula moravica ssp. xylorrhiza,FALSE,2009
2010,CAMPPAT,Campanula patula,Campanula patula,FALSE,2010
2011,CAMPP-J,Campa patul ssp. jahor,Campanula patula ssp. jahorinae,FALSE,2011
2012,CAMPP-P,Campa patul ssp. patul,Campanula patula ssp. patula,FALSE,2012
2013,CAMPPER,Campanula persicifolia,Campanula persicifolia,FALSE,2013
2014,CAMPPOS,Campanula poscharskyan,Campanula poscharskyana,FALSE,2014
2015,CAMPPRA,Campanula praesignis,Campanula praesignis,FALSE,2015
2016,CAMPPUL,Campanula pulla,Campanula pulla,FALSE,2016
2017,CAMPPYR,Campanula pyramidalis,Campanula pyramidalis,FALSE,2017
2018,CAMPRAP,Campanula rapunculoide,Campanula rapunculoides,FALSE,2018
2019,CAMPRAU,Campanula rapunculus,Campanula rapunculus,FALSE,2019
2020,CAMPRHO,Campanula rhomboidalis,Campanula rhomboidalis,FALSE,2020
2021,CAMP#RO,Campanul rotundif agg.,Campanula rotundifolia agg.,FALSE,2021
2022,CAMPROT,Campanula rotundifolia,Campanula rotundifolia,FALSE,2022
2023,CAMPSCH,Campanula scheuchzeri,Campanula scheuchzeri,FALSE,2023
2024,CAMPSER,Campanula serrata,Campanula serrata,FALSE,2024
2025,CAMPSIB,Campanula sibirica,Campanula sibirica,FALSE,2025
2026,CAMPS-D,Campa sibir ssp. diver,Campanula sibirica ssp. divergenti,FALSE,2026
2027,CAMPS-S,Campa sibir ssp. sibir,Campanula sibirica ssp. sibirica,FALSE,2027
2028,CAMPSPI,Campanula spicata,Campanula spicata,FALSE,2028
2029,CAMPTHY,Campanula thyrsoides,Campanula thyrsoides,FALSE,2029
2030,CAMPT-C,Campa thyrs ssp. carni,Campanula thyrsoides ssp. carniolica,FALSE,2030
2031,CAMPT-T,Campa thyrs ssp. thyrs,Campanula thyrsoides ssp. thyrsoides,FALSE,2031
2032,CAMPTRA,Campanula trachelium,Campanula trachelium,FALSE,2032
2033,CAMPWIT,Campanula witasekiana,Campanula witasekiana,FALSE,2033
2034,CAMPZOY,Campanula zoysii,Campanula zoysii,FALSE,2034
2035,CAMPG-E,Camp glom ssp. ell s.l,Campanula glomerata ssp. elliptica s.lat.,FALSE,2035
2036,CAMPG-L,Camp glom ssp. ell s.s,Campanula glomerata ssp. elliptica s.str.,FALSE,2036
2037,CAMPG-F,Campa glome ssp. farin,Campanula glomerata ssp. farinosa,FALSE,2037
2038,CAMPG-P,Campa glome ssp. pulch,Campanula glomerata ssp. pulchra,FALSE,2038
2039,CAMPG-S,Campa glome ssp. subca,Campanula glomerata ssp. subcapitata,FALSE,2039
2040,CAMPP-A,Campa patul ssp. abiet,Campanula patula ssp. abietina,FALSE,2040
2041,CAMPPOR,Campanula portenschlag,Campanula portenschlagiana,FALSE,2041
2042,CAMPROU,"Campanu rotundi ""menti","Campanula rotundifolia ""mentiens""",FALSE,2042
2043,CAMPRON,"Campanu rotundi ""rotun","Campanula rotundifolia ""rotundifolia""",FALSE,2043
2044,CAMPROD,"Campanu rotundi ""sudet","Campanula rotundifolia ""sudetica""",FALSE,2044
2045,CAMPROI,"Campanu rotundi ""tatra","Campanula rotundifolia ""tatrae""",FALSE,2045
2046,CAMPXYL,Campanula xylocarpa,Campanula xylocarpa,FALSE,2046
2047,CAMP-SP,Campanula species,Campanula species,FALSE,2047
2048,CAMHANN,Camphorosma annua,Camphorosma annua,FALSE,2048
2049,CAMH-SP,Camphorosma species,Camphorosma species,FALSE,2049
2050,CAMYCAL,Campylium calcareum,Campylium calcareum,FALSE,2050
2051,CAMYCHR,Campylium chrysophyllu,Campylium chrysophyllum,FALSE,2051
2052,CAMYELO,Campylium elodes,Campylium elodes,FALSE,2052
2053,CAMYHAL,Campylium halleri,Campylium halleri,FALSE,2053
2054,CAMYLAX,Campylium laxifolium,Campylium laxifolium,FALSE,2054
2055,CAMYLON,Campylium longicuspis,Campylium longicuspis,FALSE,2055
2056,CAMYPOL,Campylium polygamum,Campylium polygamum,FALSE,2056
2057,CAMYSOM,Campylium sommerfeltii,Campylium sommerfeltii,FALSE,2057
2058,CAMYSTE,Campylium stellatum,Campylium stellatum,FALSE,2058
2059,CAMYS;P,Campy stell var. prote,Campylium stellatum var. protensum,FALSE,2059
2060,CAMYS;S,Campy stell var. stell,Campylium stellatum var. stellatum,FALSE,2060
2061,CAMY-SP,Campylium species,Campylium species,FALSE,2061
2062,CAMLATR,Campylopus atrovirens,Campylopus atrovirens,FALSE,2062
2063,CAMLA;A,Campy atrov var. adust,Campylopus atrovirens var. adustus,FALSE,2063
2064,CAMLA;T,Campy atrov var. atrov,Campylopus atrovirens var. atrovirens,FALSE,2064
2065,CAMLBRE,Campylopus brevipilus,Campylopus brevipilus,FALSE,2065
2066,CAMLFLE,Campylopus flexuosus,Campylopus flexuosus,FALSE,2066
2067,CAMLFRA,Campylopus fragilis,Campylopus fragilis,FALSE,2067
2068,CAMLGRA,Campylopus gracilis,Campylopus gracilis,FALSE,2068
2069,CAMLINT,Campylopus introflexus,Campylopus introflexus,FALSE,2069
2070,CAMLOER,Campylopus oerstedianu,Campylopus oerstedianus,FALSE,2070
2071,CAMLPIL,Campylopus pilifer,Campylopus pilifer,FALSE,2071
2072,CAMLPYR,Campylopus pyriformis,Campylopus pyriformis,FALSE,2072
2073,CAMLSCH,Campylopus schimperi,Campylopus schimperi,FALSE,2073
2074,CAMLSET,Campylopus setifolius,Campylopus setifolius,FALSE,2074
2075,CAMLSHA,Campylopus shawii,Campylopus shawii,FALSE,2075
2076,CAMLSUB,Campylopus subulatus,Campylopus subulatus,FALSE,2076
2077,CAML-SP,Campylopus species,Campylopus species,FALSE,2077
2078,CAMOSAX,Campylosteliu saxicola,Campylostelium saxicola,FALSE,2078
2079,CAMOSTR,Campylosteliu strictum,Campylostelium strictum,FALSE,2079
2080,CAMO-SP,Campylostelium species,Campylostelium species,FALSE,2080
2081,CANDCON,Candelaria concolor,Candelaria concolor,FALSE,2081
2082,CAND-SP,Candelaria species,Candelaria species,FALSE,2082
2083,CANEAUR,Candelariella aurella,Candelariella aurella,FALSE,2083
2084,CANEAUE,Candel aurell f. smara,Candelariella aurella f. smaragdula,FALSE,2084
2085,CANEA;U,Cande aurel var. unilo,Candelariella aurella var. unilocularis,FALSE,2085
2086,CANECOR,Candelariell coralliza,Candelariella coralliza,FALSE,2086
2087,CANEEFF,Candelariel effloresce,Candelariella efflorescens,FALSE,2087
2088,CANEKUU,Candelariel kuusamoens,Candelariella kuusamoensis,FALSE,2088
2089,CANELUT,Candelariella lutella,Candelariella lutella,FALSE,2089
2090,CANEMED,Candelariella medians,Candelariella medians,FALSE,2090
2091,CANEPLU,Candelariella plumbea,Candelariella plumbea,FALSE,2091
2092,CANEREF,Candelariella reflexa,Candelariella reflexa,FALSE,2092
2093,CANESUB,Candelariel subdeflexa,Candelariella subdeflexa,FALSE,2093
2094,CANEVIT,Candelariell vitellina,Candelariella vitellina,FALSE,2094
2095,CANEXAN,Candelariel xanthostig,Candelariella xanthostigma,FALSE,2095
2096,CANE-SP,Candelariella species,Candelariella species,FALSE,2096
2097,CANNSAT,Cannabis sativa s.lat.,Cannabis sativa s.lat.,FALSE,2097
2098,CANNS;S,Canna sativ var. sativ,Cannabis sativa var. sativa,FALSE,2098
2099,CANNS;P,Canna sativ var. spont,Cannabis sativa var. spontanea,FALSE,2099
2100,CANN-SP,Cannabis species,Cannabis species,FALSE,2100
2101,CAPSBUR,Capsella bursa-pastori,Capsella bursa-pastoris,FALSE,2101
2102,CAPSRUB,Capsella rubella,Capsella rubella,FALSE,2102
2103,CAPS-SP,Capsella species,Capsella species,FALSE,2103
2104,CAPIANN,Capsicum annuum,Capsicum annuum,FALSE,2104
2105,CAPI-SP,Capsicum species,Capsicum species,FALSE,2105
2106,CARAARB,Caragana arborescens,Caragana arborescens,FALSE,2106
2107,CARAFRU,Caragana frutex,Caragana frutex,FALSE,2107
2108,CARA-SP,Caragana species,Caragana species,FALSE,2108
2109,CARBAGG,Carbonea aggregantula,Carbonea aggregantula,FALSE,2109
2110,CARBASS,Carbonea assimilis,Carbonea assimilis,FALSE,2110
2111,CARBATR,Carbonea atronivea,Carbonea atronivea,FALSE,2111
2112,CARBHAL,Carbonea halacsyi,Carbonea halacsyi,FALSE,2112
2113,CARBSUP,Carbonea supersparsa,Carbonea supersparsa,FALSE,2113
2114,CARBVIT,Carbonea vitellinaria,Carbonea vitellinaria,FALSE,2114
2115,CARBVOR,Carbonea vorticosa,Carbonea vorticosa,FALSE,2115
2116,CARB-SP,Carbonea species,Carbonea species,FALSE,2116
2117,CARDALP,Cardamine alpina,Cardamine alpina,FALSE,2117
2118,CARDAMA,Cardamine amara,Cardamine amara,FALSE,2118
2119,CARDCHE,Cardamine chelidonia,Cardamine chelidonia,FALSE,2119
2120,CARDDEN,Cardamine dentata,Cardamine dentata,FALSE,2120
2121,CARDFLE,Cardamine flexuosa,Cardamine flexuosa,FALSE,2121
2122,CARDHIR,Cardamine hirsuta,Cardamine hirsuta,FALSE,2122
2123,CARDIMP,Cardamine impatiens,Cardamine impatiens,FALSE,2123
2124,CARDMAT,Cardamine matthioli,Cardamine matthioli,FALSE,2124
2125,CARDPAR,Cardamine parviflora,Cardamine parviflora,FALSE,2125
2126,CARD#PR,Cardamin pratensi agg.,Cardamine pratensis agg.,FALSE,2126
2127,CARDPRA,Cardamine pratensis,Cardamine pratensis,FALSE,2127
2128,CARDRES,Cardamine resedifolia,Cardamine resedifolia,FALSE,2128
2129,CARDRIV,Cardamin rivular auct.,Cardamine rivularis auct.,FALSE,2129
2130,CARDTRI,Cardamine trifolia,Cardamine trifolia,FALSE,2130
2131,CARDUDI,Cardamine udicola,Cardamine udicola,FALSE,2131
2132,CARDA-A,Carda amara ssp. amara,Cardamine amara ssp. amara,FALSE,2132
2133,CARDA-O,Carda amara ssp. opici,Cardamine amara ssp. opicii,FALSE,2133
2134,CARDMAJ,Cardamine majovskii,Cardamine majovskii,FALSE,2134
2135,CARD-SP,Cardamine species,Cardamine species,FALSE,2135
2136,CARMARE,Cardaminopsis arenosa,Cardaminopsis arenosa,FALSE,2136
2137,CARMHAL,Cardaminopsis halleri,Cardaminopsis halleri,FALSE,2137
2138,CARMPET,Cardaminopsis petraea,Cardaminopsis petraea,FALSE,2138
2139,CARMARN,"Cardami arenosa ""nitid","Cardaminopsis arenosa ""nitida""",FALSE,2139
2140,CARMARO,"Cardami arenosa ""petro","Cardaminopsis arenosa ""petrogena""",FALSE,2140
2141,CARMA-A,Carda areno ssp. areno,Cardaminopsis arenosa ssp. arenosa,FALSE,2141
2142,CARMA-B,Carda areno ssp. borba,Cardaminopsis arenosa ssp. borbasii,FALSE,2142
2143,CARMNEG,Cardaminopsis neglecta,Cardaminopsis neglecta,FALSE,2143
2144,CARM-SP,Cardaminopsis species,Cardaminopsis species,FALSE,2144
2145,CARRDRA,Cardaria draba,Cardaria draba,FALSE,2145
2146,CARR-SP,Cardaria species,Cardaria species,FALSE,2146
2147,CARUACA,Carduus acanthoides,Carduus acanthoides,FALSE,2147
2148,CARUCAR,Carduus carduelis,Carduus carduelis,FALSE,2148
2149,CARUCOL,Carduus collinus,Carduus collinus,FALSE,2149
2150,CARUC-C,Cardu colli ssp. colli,Carduus collinus ssp. collinus,FALSE,2150
2151,CARUCRA,Carduus crassifolius,Carduus crassifolius,FALSE,2151
2152,CARUC-R,Cardu crass ssp. crass,Carduus crassifolius ssp. crassifolius,FALSE,2152
2153,CARUC-G,Cardu crass ssp. glauc,Carduus crassifolius ssp. glaucus,FALSE,2153
2154,CARUCRI,Carduus crispus,Carduus crispus,FALSE,2154
2155,CARUC-I,Cardu crisp ssp. crisp,Carduus crispus ssp. crispus,FALSE,2155
2156,CARU#DE,Carduus defloratu agg.,Carduus defloratus agg.,FALSE,2156
2157,CARUDEF,Carduus defloratus,Carduus defloratus,FALSE,2157
2158,CARUD-D,Cardu deflo ssp. deflo,Carduus defloratus ssp. defloratus,FALSE,2158
2159,CARUD-T,Cardu deflo ssp. tride,Carduus defloratus ssp. tridentinus,FALSE,2159
2160,CARUHAM,Carduus hamulosus,Carduus hamulosus,FALSE,2160
2161,CARUNUT,Carduus nutans,Carduus nutans,FALSE,2161
2162,CARUPER,Carduus personata,Carduus personata,FALSE,2162
2163,CARUP-P,Cardu perso ssp. perso,Carduus personata ssp. personata,FALSE,2163
2164,CARUPYC,Carduus pycnocephalus,Carduus pycnocephalus,FALSE,2164
2165,CARULOB,Carduus lobulatus,Carduus lobulatus,FALSE,2165
2166,CARU-SP,Carduus species,Carduus species,FALSE,2166
2167,CAREACU,Carex acuta,Carex acuta,FALSE,2167
2168,CAREACT,Carex acutiformis,Carex acutiformis,FALSE,2168
2169,CAREALB,Carex alba,Carex alba,FALSE,2169
2170,CAREAPP,Carex appropinquata,Carex appropinquata,FALSE,2170
2171,CAREATE,Carex aterrima,Carex aterrima,FALSE,2171
2172,CARE#AT,Carex atrata agg.,Carex atrata agg.,FALSE,2172
2173,CAREATR,Carex atrata,Carex atrata,FALSE,2173
2174,CAREATO,Carex atrofusca,Carex atrofusca,FALSE,2174
2175,CAREBAL,Carex baldensis,Carex baldensis,FALSE,2175
2176,CAREBEB,Carex bebbii,Carex bebbii,FALSE,2176
2177,CAREBIC,Carex bicolor,Carex bicolor,FALSE,2177
2178,CAREBIG,Carex bigelowii,Carex bigelowii,FALSE,2178
2179,CAREB-R,Carex bigel ssp. rigid,Carex bigelowii ssp. rigida,FALSE,2179
2180,CARELAC,Carex lachenalii,Carex lachenalii,FALSE,2180
2181,CAREBOH,Carex bohemica,Carex bohemica,FALSE,2181
2182,CAREBRA,Carex brachystachys,Carex brachystachys,FALSE,2182
2183,CAREBRE,Carex brevicollis,Carex brevicollis,FALSE,2183
2184,CAREBRI,Carex brizoides,Carex brizoides,FALSE,2184
2185,CAREBRU,Carex brunnescens,Carex brunnescens,FALSE,2185
2186,CAREB-B,Carex brunn ssp. brunn,Carex brunnescens ssp. brunnescens,FALSE,2186
2187,CAREB-V,Carex brunn ssp. vitil,Carex brunnescens ssp. vitilis,FALSE,2187
2188,CAREBUE,Carex buekii,Carex buekii,FALSE,2188
2189,CARE#BU,Carex buxbaumii agg.,Carex buxbaumii agg.,FALSE,2189
2190,CAREBUX,Carex buxbaumii,Carex buxbaumii,FALSE,2190
2191,CARE#CA,Carex canescens agg.,Carex canescens agg.,FALSE,2191
2192,CARECAN,Carex canescens,Carex canescens,FALSE,2192
2193,CARECAP,Carex capillaris,Carex capillaris,FALSE,2193
2194,CARECAI,Carex capitata,Carex capitata,FALSE,2194
2195,CARECAR,Carex caryophyllea,Carex caryophyllea,FALSE,2195
2196,CARECES,Carex cespitosa,Carex cespitosa,FALSE,2196
2197,CARECHA,Carex chabertii,Carex chabertii,FALSE,2197
2198,CARECHO,Carex chordorrhiza,Carex chordorrhiza,FALSE,2198
2199,CARECUR,Carex curvata,Carex curvata,FALSE,2199
2200,CARECUV,Carex curvula,Carex curvula,FALSE,2200
2201,CAREC-C,Carex curvu ssp. curvu,Carex curvula ssp. curvula,FALSE,2201
2202,CAREC-R,Carex curvu ssp. rosae,Carex curvula ssp. rosae,FALSE,2202
2203,CAREDAV,Carex davalliana,Carex davalliana,FALSE,2203
2204,CAREDEM,Carex demissa,Carex demissa,FALSE,2204
2205,CAREDIA,Carex diandra,Carex diandra,FALSE,2205
2206,CAREDIG,Carex digitata,Carex digitata,FALSE,2206
2207,CAREDIO,Carex dioica,Carex dioica,FALSE,2207
2208,CAREDIS,Carex distans,Carex distans,FALSE,2208
2209,CAREDIT,Carex disticha,Carex disticha,FALSE,2209
2210,CAREDIV,Carex divisa,Carex divisa,FALSE,2210
2211,CAREDIU,Carex divulsa,Carex divulsa,FALSE,2211
2212,CAREECH,Carex echinata,Carex echinata,FALSE,2212
2213,CAREELA,Carex elata,Carex elata,FALSE,2213
2214,CAREE-E,Carex elata ssp. elata,Carex elata ssp. elata,FALSE,2214
2215,CAREE-O,Carex elata ssp. omski,Carex elata ssp. omskiana,FALSE,2215
2216,CAREELO,Carex elongata,Carex elongata,FALSE,2216
2217,CAREERI,Carex ericetorum,Carex ericetorum,FALSE,2217
2218,CAREFER,Carex ferruginea,Carex ferruginea,FALSE,2218
2219,CAREFIR,Carex firma,Carex firma,FALSE,2219
2220,CAREFLA,Carex flacca,Carex flacca,FALSE,2220
2221,CAREF-F,Carex flacc ssp. flacc,Carex flacca ssp. flacca,FALSE,2221
2222,CARE#FL,Carex flava agg.,Carex flava agg.,FALSE,2222
2223,CAREFLV,Carex flava,Carex flava,FALSE,2223
2224,CAREFOE,Carex foetida,Carex foetida,FALSE,2224
2225,CAREFRI,Carex frigida,Carex frigida,FALSE,2225
2226,CAREFRT,Carex fritschii,Carex fritschii,FALSE,2226
2227,CAREFUL,Carex fuliginosa,Carex fuliginosa,FALSE,2227
2228,CAREGUE,Carex guestphalica,Carex guestphalica,FALSE,2228
