SPECIES_NR,LETTERCODE,SHORTNAME,ABBREVIAT,SYNONYM,VALID_NR
2229,CAREHAL,Carex halleriana,Carex halleriana,FALSE,2229
2230,CAREHAR,Carex hartmanii,Carex hartmanii,FALSE,2230
2231,CAREHEL,Carex heleonastes,Carex heleonastes,FALSE,2231
2232,CAREHIR,Carex hirta,Carex hirta,FALSE,2232
2233,CAREHOR,Carex hordeistichos,Carex hordeistichos,FALSE,2233
2234,CAREHOS,Carex hostiana,Carex hostiana,FALSE,2234
2235,CAREHUM,Carex humilis,Carex humilis,FALSE,2235
2236,CAREJUN,Carex juncella auct.,Carex juncella auct.,FALSE,2236
2237,CARELAS,Carex lasiocarpa,Carex lasiocarpa,FALSE,2237
2238,CARELEE,Carex leersiana,Carex leersiana,FALSE,2238
2239,CARELEP,Carex lepidocarpa,Carex lepidocarpa,FALSE,2239
2240,CAREL-L,Carex lepid ssp. lepid,Carex lepidocarpa ssp. lepidocarpa,FALSE,2240
2241,CARELEO,Carex leporina,Carex leporina,FALSE,2241
2242,CARELIM,Carex limosa,Carex limosa,FALSE,2242
2243,CARELIP,Carex liparocarpos,Carex liparocarpos,FALSE,2243
2244,CAREMAR,Carex maritima,Carex maritima,FALSE,2244
2245,CAREMEL,Carex melanostachya,Carex melanostachya,FALSE,2245
2246,CAREMIC,Carex michelii,Carex michelii,FALSE,2246
2247,CAREMIR,Carex microglochin,Carex microglochin,FALSE,2247
2248,CAREMON,Carex montana,Carex montana,FALSE,2248
2249,CAREMUC,Carex mucronata,Carex mucronata,FALSE,2249
2250,CARE#MU,Carex muricata agg.,Carex muricata agg.,FALSE,2250
2251,CAREMUR,Carex muricata,Carex muricata,FALSE,2251
2252,CAREM-L,Carex muric ssp. lampr,Carex muricata ssp. lamprocarpa,FALSE,2252
2253,CAREM-M,Carex muric ssp. muric,Carex muricata ssp. muricata,FALSE,2253
2254,CARENIG,Carex nigra,Carex nigra,FALSE,2254
2255,CARE#NI,Carex nigra agg.,Carex nigra agg.,FALSE,2255
2256,CARENOR,Carex norvegica,Carex norvegica,FALSE,2256
2257,CARE#OR,Carex ornithopoda agg.,Carex ornithopoda agg.,FALSE,2257
2258,CAREORN,Carex ornithopoda,Carex ornithopoda,FALSE,2258
2259,CAREORI,Carex ornithopodoides,Carex ornithopodoides,FALSE,2259
2260,CAREOTR,Carex otrubae,Carex otrubae,FALSE,2260
2261,CAREPAL,Carex pallens,Carex pallens,FALSE,2261
2262,CAREPAE,Carex pallescens,Carex pallescens,FALSE,2262
2263,CAREPAN,Carex panicea,Carex panicea,FALSE,2263
2264,CAREPAI,Carex paniculata,Carex paniculata,FALSE,2264
2265,CAREPAR,Carex parviflora,Carex parviflora,FALSE,2265
2266,CAREPAU,Carex pauciflora,Carex pauciflora,FALSE,2266
2267,CAREPAP,Carex paupercula,Carex paupercula,FALSE,2267
2268,CAREPED,Carex pediformis,Carex pediformis,FALSE,2268
2269,CAREP-R,Carex pedif ssp. rhizo,Carex pediformis ssp. rhizodes,FALSE,2269
2270,CAREPEN,Carex pendula,Carex pendula,FALSE,2270
2271,CAREPIL,Carex pilosa,Carex pilosa,FALSE,2271
2272,CAREPIU,Carex pilulifera,Carex pilulifera,FALSE,2272
2273,CARE#PR,Carex praecox agg.,Carex praecox agg.,FALSE,2273
2274,CAREPRA,Carex praecox,Carex praecox,FALSE,2274
2275,CAREPSE,Carex pseudocyperus,Carex pseudocyperus,FALSE,2275
2276,CAREPUL,Carex pulicaris,Carex pulicaris,FALSE,2276
2277,CAREPUN,Carex punctata,Carex punctata,FALSE,2277
2278,CARERAN,Carex randalpina,Carex randalpina,FALSE,2278
2279,CAREREM,Carex remota,Carex remota,FALSE,2279
2280,CAREREP,Carex repens,Carex repens,FALSE,2280
2281,CARERIP,Carex riparia,Carex riparia,FALSE,2281
2282,CAREROS,Carex rostrata,Carex rostrata,FALSE,2282
2283,CARERUP,Carex rupestris,Carex rupestris,FALSE,2283
2284,CARESEC,Carex secalina,Carex secalina,FALSE,2284
2285,CARESEM,Carex sempervirens,Carex sempervirens,FALSE,2285
2286,CARESPI,Carex spicata,Carex spicata,FALSE,2286
2287,CARESTE,Carex stenophylla,Carex stenophylla,FALSE,2287
2288,CARESTR,Carex strigosa,Carex strigosa,FALSE,2288
2289,CARESUP,Carex supina,Carex supina,FALSE,2289
2290,CARESYL,Carex sylvatica,Carex sylvatica,FALSE,2290
2291,CARETOM,Carex tomentosa,Carex tomentosa,FALSE,2291
2292,CARETRA,Carex transsilvanica,Carex transsilvanica,FALSE,2292
2293,CAREUMB,Carex umbrosa,Carex umbrosa,FALSE,2293
2294,CAREVAG,Carex vaginata,Carex vaginata,FALSE,2294
2295,CAREVES,Carex vesicaria,Carex vesicaria,FALSE,2295
2296,CAREVIR,Carex viridula,Carex viridula,FALSE,2296
2297,CARE#VU,Carex vulpina agg.,Carex vulpina agg.,FALSE,2297
2298,CAREVUL,Carex vulpina,Carex vulpina,FALSE,2298
2299,CAREVUP,Carex vulpinoidea,Carex vulpinoidea,FALSE,2299
2300,CAREELT,Carex elata mod. disso,Carex elata mod. dissoluta,FALSE,2300
2301,CAREP;S,Carex praec var. suzae,Carex praecox var. suzae,FALSE,2301
2302,CAREPSU,Carex pseudobrizoides,Carex pseudobrizoides,FALSE,2302
2303,CARE-SP,Carex species,Carex species,FALSE,2303
2304,CARLACA,Carlina acaulis,Carlina acaulis,FALSE,2304
2305,CARLA-A,Carli acaul ssp. acaul,Carlina acaulis ssp. acaulis,FALSE,2305
2306,CARLA-C,Carli acaul ssp. caule,Carlina acaulis ssp. caulescens,FALSE,2306
2307,CARLBIE,Carlina biebersteinii,Carlina biebersteinii,FALSE,2307
2308,CARLB-B,Carli biebe ssp. biebe,Carlina biebersteinii ssp. biebersteinii,FALSE,2308
2309,CARLB-R,Carli biebe ssp. brevi,Carlina biebersteinii ssp. brevibracteata,FALSE,2309
2310,CARL#VU,Carlina vulgaris agg.,Carlina vulgaris agg.,FALSE,2310
2311,CARLVUL,Carlina vulgaris,Carlina vulgaris,FALSE,2311
2312,CARL-SP,Carlina species,Carlina species,FALSE,2312
2313,CARPCER,Carpesium cernuum,Carpesium cernuum,FALSE,2313
2314,CARP-SP,Carpesium species,Carpesium species,FALSE,2314
2315,CARIBET,Carpinus betulus,Carpinus betulus,FALSE,2315
2316,CARIORI,Carpinus orientalis,Carpinus orientalis,FALSE,2316
2317,CARI-SP,Carpinus species,Carpinus species,FALSE,2317
2318,CARTLAN,Carthamus lanatus,Carthamus lanatus,FALSE,2318
2319,CARTTIN,Carthamus tinctorius,Carthamus tinctorius,FALSE,2319
2320,CART-SP,Carthamus species,Carthamus species,FALSE,2320
2321,CARCCAR,Carum carvi,Carum carvi,FALSE,2321
2322,CARC-SP,Carum species,Carum species,FALSE,2322
2323,CASTSAT,Castanea sativa,Castanea sativa,FALSE,2323
2324,CAST-SP,Castanea species,Castanea species,FALSE,2324
2325,CATAAQU,Catabrosa aquatica,Catabrosa aquatica,FALSE,2325
2326,CATA-SP,Catabrosa species,Catabrosa species,FALSE,2326
2327,CATNCAE,Catananche caerulea,Catananche caerulea,FALSE,2327
2328,CATN-SP,Catananche species,Catananche species,FALSE,2328
2329,CATPRIG,Catapodium rigidum,Catapodium rigidum,FALSE,2329
2330,CATPR-R,Catap rigid ssp. rigid,Catapodium rigidum ssp. rigidum,FALSE,2330
2331,CATP-SP,Catapodium species,Catapodium species,FALSE,2331
2332,CATYCIN,Catapyrenium cinereum,Catapyrenium cinereum,FALSE,2332
2333,CATYDAE,Catapyrenium daedaleum,Catapyrenium daedaleum,FALSE,2333
2334,CATYIMB,Catapyreniu imbecillum,Catapyrenium imbecillum,FALSE,2334
2335,CATYLAC,Catapyrenium lachneum,Catapyrenium lachneum,FALSE,2335
2336,CATYL;O,Catap lachn var. oleos,Catapyrenium lachneum var. oleosum,FALSE,2336
2337,CATYLAI,Catapyreniu lacinulatu,Catapyrenium lacinulatum,FALSE,2337
2338,CATYMIC,Catapyrenium michelii,Catapyrenium michelii,FALSE,2338
2339,CATYNOR,Catapyreniu norvegicum,Catapyrenium norvegicum,FALSE,2339
2340,CATYPIL,Catapyreniu pilosellum,Catapyrenium pilosellum,FALSE,2340
2341,CATYRUF,Catapyrenium rufescens,Catapyrenium rufescens,FALSE,2341
2342,CATYSQU,Catapyreniu squamulosu,Catapyrenium squamulosum,FALSE,2342
2343,CATYTRA,Catapyreniu trachyticu,Catapyrenium trachyticum,FALSE,2343
2344,CATYVEL,Catapyreniu velebiticu,Catapyrenium velebiticum,FALSE,2344
2345,CATYWAL,Catapyrenium waltheri,Catapyrenium waltheri,FALSE,2345
2346,CATY-SP,Catapyrenium species,Catapyrenium species,FALSE,2346
2347,CATIALP,Catillaria alpina,Catillaria alpina,FALSE,2347
2348,CATIARG,Catillaria argillacea,Catillaria argillacea,FALSE,2348
2349,CATIATO,Catillaria atomarioide,Catillaria atomarioides,FALSE,2349
2350,CATIC;C,Catil chaly var. chlor,Catillaria chalybeia var. chloropoliza,FALSE,2350
2351,CATICHA,Catillaria chalybeia,Catillaria chalybeia,FALSE,2351
2352,CATICON,Catillaria contristans,Catillaria contristans,FALSE,2352
2353,CATIDET,Catillaria detractula,Catillaria detractula,FALSE,2353
2354,CATIERY,Catillaria erysiboides,Catillaria erysiboides,FALSE,2354
2355,CATILEN,Catillaria lenticulari,Catillaria lenticularis,FALSE,2355
2356,CATILOJ,Catillaria lojkana,Catillaria lojkana,FALSE,2356
2357,CATIMIN,Catillaria minuta,Catillaria minuta,FALSE,2357
2358,CATINIG,Catillaria nigroclavat,Catillaria nigroclavata,FALSE,2358
2359,CATIPRA,Catillaria praeposita,Catillaria praeposita,FALSE,2359
2360,CATIRUG,Catillaria rugulosa,Catillaria rugulosa,FALSE,2360
2361,CATISCU,Catillaria sculpturata,Catillaria sculpturata,FALSE,2361
2362,CATISPO,Catillaria spodiza,Catillaria spodiza,FALSE,2362
2363,CATI-SP,Catillaria species,Catillaria species,FALSE,2363
2364,CATRATR,Catinaria atropurpurea,Catinaria atropurpurea,FALSE,2364
2365,CATRLAU,Catinaria laureri,Catinaria laureri,FALSE,2365
2366,CATRNEU,Catinaria neuschildii,Catinaria neuschildii,FALSE,2366
2367,CATR-SP,Catinaria species,Catinaria species,FALSE,2367
2368,CATOWAH,Catolechia wahlenbergi,Catolechia wahlenbergii,FALSE,2368
2369,CATO-SP,Catolechia species,Catolechia species,FALSE,2369
2370,CATSNIG,Catoscopium nigritum,Catoscopium nigritum,FALSE,2370
2371,CATS-SP,Catoscopium species,Catoscopium species,FALSE,2371
2372,CAUCPLA,Caucalis platycarpos,Caucalis platycarpos,FALSE,2372
2373,CAUCP-M,Cauca platy ssp. muric,Caucalis platycarpos ssp. muricata,FALSE,2373
2374,CAUCP-P,Cauca platy ssp. platy,Caucalis platycarpos ssp. platycarpos,FALSE,2374
2375,CAUC-SP,Caucalis species,Caucalis species,FALSE,2375
2376,CECIUMB,Cecidonia umbonella,Cecidonia umbonella,FALSE,2376
2377,CECIXEN,Cecidonia xenophana,Cecidonia xenophana,FALSE,2377
2378,CECI-SP,Cecidonia species,Cecidonia species,FALSE,2378
2379,CELASCA,Celastrus scandens,Celastrus scandens,FALSE,2379
2380,CELA-SP,Celastrus species,Celastrus species,FALSE,2380
2381,CELOARG,Celosia argentea,Celosia argentea,FALSE,2381
2382,CELO-SP,Celosia species,Celosia species,FALSE,2382
2383,CELTOCC,Celtis occidentalis,Celtis occidentalis,FALSE,2383
2384,CELT-SP,Celtis species,Celtis species,FALSE,2384
2385,CENCINC,Cenchrus incertus,Cenchrus incertus,FALSE,2385
2386,CENC-SP,Cenchrus species,Cenchrus species,FALSE,2386
2387,CENTCAL,Centaurea calcitrapa,Centaurea calcitrapa,FALSE,2387
2388,CENTCYA,Centaurea cyanus,Centaurea cyanus,FALSE,2388
2389,CENTDIC,Centaurea dichroantha,Centaurea dichroantha,FALSE,2389
2390,CENTDIF,Centaurea diffusa,Centaurea diffusa,FALSE,2390
2391,CENTJAC,Centaurea jacea,Centaurea jacea,FALSE,2391
2392,CENTJ-A,Centa jacea ssp. angus,Centaurea jacea ssp. angustifolia,FALSE,2392
2393,CENTJ-G,Centa jacea ssp. gaudi,Centaurea jacea ssp. gaudinii,FALSE,2393
2394,CENTJ-J,Centa jacea ssp. jacea,Centaurea jacea ssp. jacea,FALSE,2394
2395,CENTJ-M,Centa jacea ssp. macro,Centaurea jacea ssp. macroptilon,FALSE,2395
2396,CENTJ-O,Centa jacea ssp. oxyle,Centaurea jacea ssp. oxylepis,FALSE,2396
2397,CENTJ-P,Centa jacea ssp. prate,Centaurea jacea ssp. pratensis,FALSE,2397
2398,CENTJ-S,Centa jacea ssp. subja,Centaurea jacea ssp. subjacea,FALSE,2398
2399,CENTMON,Centaurea montana,Centaurea montana,FALSE,2399
2400,CENTM-M,Centa monta ssp. molli,Centaurea montana ssp. mollis,FALSE,2400
2401,CENTM-O,Centa monta ssp. monta,Centaurea montana ssp. montana,FALSE,2401
2402,CENTNER,Centaurea nervosa,Centaurea nervosa,FALSE,2402
2403,CENTNIG,Centaurea nigra,Centaurea nigra,FALSE,2403
2404,CENTN-N,Centa nigra ssp. nemor,Centaurea nigra ssp. nemoralis,FALSE,2404
2405,CENTNIR,Centaurea nigrescens,Centaurea nigrescens,FALSE,2405
2406,CENTN-I,Centa nigre ssp. nigre,Centaurea nigrescens ssp. nigrescens,FALSE,2406
2407,CENTN-T,Centa nigre ssp. trans,Centaurea nigrescens ssp. transalpina,FALSE,2407
2408,CENTN-V,Centa nigre ssp. vochi,Centaurea nigrescens ssp. vochinensis,FALSE,2408
2409,CENT#PH,Centaurea phrygia agg.,Centaurea phrygia agg.,FALSE,2409
2410,CENTPHR,Centaurea phrygia,Centaurea phrygia,FALSE,2410
2411,CENTPSE,Centaurea elatior,Centaurea elatior,FALSE,2411
2412,CENTRUP,Centaurea rupestris,Centaurea rupestris,FALSE,2412
2413,CENTRUT,Centaurea ruthenica,Centaurea ruthenica,FALSE,2413
2414,CENTSCA,Centaurea scabiosa,Centaurea scabiosa,FALSE,2414
2415,CENTS-A,Centa scabi ssp. alpes,Centaurea scabiosa ssp. alpestris,FALSE,2415
2416,CENTS-B,Centa scabi ssp. baden,Centaurea scabiosa ssp. badensis,FALSE,2416
2417,CENTS-F,Centa scabi ssp. frits,Centaurea scabiosa ssp. fritschii,FALSE,2417
2418,CENTS-S,Centa scabi ssp. sadle,Centaurea scabiosa ssp. sadleriana,FALSE,2418
2419,CENTS-C,Centa scabi ssp. scabi,Centaurea scabiosa ssp. scabiosa,FALSE,2419
2420,CENTS-P,Centa scabi ssp. spinu,Centaurea scabiosa ssp. spinulosa,FALSE,2420
2421,CENTS-T,Centa scabi ssp. temat,Centaurea scabiosa ssp. tematinensis,FALSE,2421
2422,CENTSOL,Centaurea solstitialis,Centaurea solstitialis,FALSE,2422
2423,CENTSTE,Centaurea stenolepis,Centaurea stenolepis,FALSE,2423
2424,CENTSTO,Centaure stoebe s.lat.,Centaurea stoebe s.lat.,FALSE,2424
2425,CENTS-M,Centa stoeb ssp. macul,Centaurea stoebe ssp. maculosa,FALSE,2425
2426,CENTS-I,Centa stoeb ssp. micra,Centaurea stoebe ssp. micranthos,FALSE,2426
2427,CENTS-O,Centa stoeb ssp. stoeb,Centaurea stoebe ssp. stoebe,FALSE,2427
2428,CENTTRI,Centaurea triumfettii,Centaurea triumfettii,FALSE,2428
2429,CENTT-A,Centa trium ssp. adsce,Centaurea triumfettii ssp. adscendens,FALSE,2429
2430,CENTT-X,Centa trium ssp. axill,Centaurea triumfettii ssp. axillaris,FALSE,2430
2431,CENTT-D,Centa trium ssp. domin,Centaurea triumfettii ssp. dominii,FALSE,2431
2432,CENTT-S,Centa trium ssp. stric,Centaurea triumfettii ssp. stricta,FALSE,2432
2433,CENTT-T,Cen tri ss tr se Fl Eu,Centaurea triumfettii ssp. triumfettii sensu Fl. Eur.,FALSE,2433
2434,CENTARE,Centaurea arenaria,Centaurea arenaria,FALSE,2434
2435,CENTDEA,Centaurea dealbata,Centaurea dealbata,FALSE,2435
2436,CENTIND,Centaurea indurata,Centaurea indurata,FALSE,2436
2437,CENTJ-N,"Cent jace ssp. ang ""to","Centaurea jacea ssp. angustifolia ""tomentosa""",FALSE,2437
2438,CENTMAR,Centaurea maramarosien,Centaurea maramarosiensis,FALSE,2438
2439,CENTMEL,Centaurea melitensis,Centaurea melitensis,FALSE,2439
2440,CENTN-G,Centa nigra ssp. nigra,Centaurea nigra ssp. nigra,FALSE,2440
2441,CENTP-M,Centa phryg ssp. melan,Centaurea phrygia ssp. melanocalathia,FALSE,2441
2442,CENTP-P,Centa phryg ssp. phryg,Centaurea phrygia ssp. phrygia,FALSE,2442
2443,CENT-SP,Centaurea species,Centaurea species,FALSE,2443
2444,CENAERY,Centaurium erythraea,Centaurium erythraea,FALSE,2444
2445,CENAE-E,Centa eryth ssp. eryth,Centaurium erythraea ssp. erythraea,FALSE,2445
2446,CENALIT,Centaurium littorale,Centaurium littorale,FALSE,2446
2447,CENAL-L,Centa litto ssp. litto,Centaurium littorale ssp. littorale,FALSE,2447
2448,CENAL-U,Centa litto ssp. uligi,Centaurium littorale ssp. uliginosum,FALSE,2448
2449,CENAPUL,Centaurium pulchellum,Centaurium pulchellum,FALSE,2449
2450,CENA-SP,Centaurium species,Centaurium species,FALSE,2450
2451,CENRRUB,Centranthus ruber,Centranthus ruber,FALSE,2451
2452,CENR-SP,Centranthus species,Centranthus species,FALSE,2452
2453,CENUMIN,Centunculus minimus,Centunculus minimus,FALSE,2453
2454,CENU-SP,Centunculus species,Centunculus species,FALSE,2454
2455,CEPHDAM,Cephalanthe damasonium,Cephalanthera damasonium,FALSE,2455
2456,CEPHLON,Cephalanthe longifolia,Cephalanthera longifolia,FALSE,2456
2457,CEPHRUB,Cephalanthera rubra,Cephalanthera rubra,FALSE,2457
2458,CEPH-SP,Cephalanthera species,Cephalanthera species,FALSE,2458
2459,CEPAALP,Cephalaria alpina,Cephalaria alpina,FALSE,2459
2460,CEPASYR,Cephalaria syriaca,Cephalaria syriaca,FALSE,2460
2461,CEPATRA,Cephalaria transsylvan,Cephalaria transsylvanica,FALSE,2461
2462,CEPAGIG,Cephalaria gigantea,Cephalaria gigantea,FALSE,2462
2463,CEPALIT,Cephalaria litvinovii,Cephalaria litvinovii,FALSE,2463
2464,CEPA-SP,Cephalaria species,Cephalaria species,FALSE,2464
2465,CEPLL;C,Cepha leuco var. caeli,Cephalophysis leucospila var. caelivicina,FALSE,2465
2466,CEPLL;L,Cepha leuco var. leuco,Cephalophysis leucospila var. leucospila,FALSE,2466
2467,CEPLLEU,Cephalophys leucospila,Cephalophysis leucospila,FALSE,2467
2468,CEPL-SP,Cephalophysis species,Cephalophysis species,FALSE,2468
2469,CEPOAMB,Cephalozia ambigua,Cephalozia ambigua,FALSE,2469
2470,CEPOBIC,Cephalozia bicuspidata,Cephalozia bicuspidata,FALSE,2470
2471,CEPOB;B,Cepha bicus var. bicus,Cephalozia bicuspidata var. bicuspidata,FALSE,2471
2472,CEPOB;L,Cepha bicus var. lamme,Cephalozia bicuspidata var. lammersiana,FALSE,2472
2473,CEPOCAT,Cephalozia catenulata,Cephalozia catenulata,FALSE,2473
2474,CEPOCON,Cephalozia connivens,Cephalozia connivens,FALSE,2474
2475,CEPOHIB,Cephalozia hibernica,Cephalozia hibernica,FALSE,2475
2476,CEPOLAC,Cephalozia lacinulata,Cephalozia lacinulata,FALSE,2476
2477,CEPOLEU,Cephalozia leucantha,Cephalozia leucantha,FALSE,2477
2478,CEPOLOI,Cephalozia loitlesberg,Cephalozia loitlesbergeri,FALSE,2478
2479,CEPOLUN,Cephalozia lunulifolia,Cephalozia lunulifolia,FALSE,2479
2480,CEPOMAC,Cephalozia macounii,Cephalozia macounii,FALSE,2480
2481,CEPOMAR,Cephalozia macrostachy,Cephalozia macrostachya,FALSE,2481
2482,CEPOM;M,Cepha macro var. macro,Cephalozia macrostachya var. macrostachya,FALSE,2482
2483,CEPOM;S,Cepha macro var. spini,Cephalozia macrostachya var. spinifera,FALSE,2483
2484,CEPOPLE,Cephalozia pleniceps,Cephalozia pleniceps,FALSE,2484
2485,CEPO-SP,Cephalozia species,Cephalozia species,FALSE,2485
2486,CEPZARC,Cephaloziella arctica,Cephaloziella arctica,FALSE,2486
2487,CEPZBAU,Cephaloziel baumgartne,Cephaloziella baumgartneri,FALSE,2487
2488,CEPZCAL,Cephaloziel calyculata,Cephaloziella calyculata,FALSE,2488
2489,CEPZDEN,Cephaloziella dentata,Cephaloziella dentata,FALSE,2489
2490,CEPZDIV,Cephaloziel divaricata,Cephaloziella divaricata,FALSE,2490
2491,CEPZD;D,Cepha divar var. divar,Cephaloziella divaricata var. divaricata,FALSE,2491
2492,CEPZD;S,Cepha divar var. scabr,Cephaloziella divaricata var. scabra,FALSE,2492
2493,CEPZELA,Cephaloziell elachista,Cephaloziella elachista,FALSE,2493
2494,CEPZELE,Cephaloziella elegans,Cephaloziella elegans,FALSE,2494
2495,CEPZGRI,Cephaloziel grimsulana,Cephaloziella grimsulana,FALSE,2495
2496,CEPZHAM,Cephaloziella hampeana,Cephaloziella hampeana,FALSE,2496
2497,CEPZINT,Cephaloziel integerrim,Cephaloziella integerrima,FALSE,2497
2498,CEPZMAS,Cephaloziel massalongi,Cephaloziella massalongi,FALSE,2498
2499,CEPZNIC,Cephaloziel nicholsoni,Cephaloziella nicholsonii,FALSE,2499
2500,CEPZPHY,Cephaloziel phyllacant,Cephaloziella phyllacantha,FALSE,2500
2501,CEPZRUB,Cephaloziella rubella,Cephaloziella rubella,FALSE,2501
2502,CEPZR;A,Cepha rubel var. arcto,Cephaloziella rubella var. arctogena,FALSE,2502
2503,CEPZR;R,Cepha rubel var. rubel,Cephaloziella rubella var. rubella,FALSE,2503
2504,CEPZR;S,Cepha rubel var. sulli,Cephaloziella rubella var. sullivantii,FALSE,2504
2505,CEPZSPI,Cephaloziell spinigera,Cephaloziella spinigera,FALSE,2505
2506,CEPZSTE,Cephaloziel stellulife,Cephaloziella stellulifera,FALSE,2506
2507,CEPZTUR,Cephaloziella turneri,Cephaloziella turneri,FALSE,2507
2508,CEPZUNC,Cephaloziella uncinata,Cephaloziella uncinata,FALSE,2508
2509,CEPZ-SP,Cephaloziella species,Cephaloziella species,FALSE,2509
2510,CERAALP,Cerasti alpinum s.str.,Cerastium alpinum s.str.,FALSE,2510
2511,CERAALS,Cerastium alsinifolium,Cerastium alsinifolium,FALSE,2511
2512,CERAARV,Cerastium arvense,Cerastium arvense,FALSE,2512
2513,CERAA-A,Ceras arven ssp. arven,Cerastium arvense ssp. arvense,FALSE,2513
2514,CERAA-C,Ceras arven ssp. calci,Cerastium arvense ssp. calcicola,FALSE,2514
2515,CERAA-S,Ceras arven ssp. stric,Cerastium arvense ssp. strictum,FALSE,2515
2516,CERABIE,Cerastium biebersteini,Cerastium biebersteinii,FALSE,2516
2517,CERA#BR,Cerastiu brachype agg.,Cerastium brachypetalum agg.,FALSE,2517
2518,CERABRA,Cerastium brachypetalu,Cerastium brachypetalum,FALSE,2518
2519,CERAB-B,Ceras brach ssp. brach,Cerastium brachypetalum ssp. brachypetalum,FALSE,2519
2520,CERAB-T,Ceras brach ssp. tauri,Cerastium brachypetalum ssp. tauricum,FALSE,2520
2521,CERACAR,Cerastium carinthiacum,Cerastium carinthiacum,FALSE,2521
2522,CERAC-A,Ceras carin ssp. austr,Cerastium carinthiacum ssp. austroalpinum,FALSE,2522
2523,CERAC-C,Ceras carin ssp. carin,Cerastium carinthiacum ssp. carinthiacum,FALSE,2523
2524,CERACER,Cerastium cerastoides,Cerastium cerastoides,FALSE,2524
2525,CERADUB,Cerastium dubium,Cerastium dubium,FALSE,2525
2526,CERA#FO,Cerastiu fontanum agg.,Cerastium fontanum agg.,FALSE,2526
2527,CERAFON,Cerastium fontanum,Cerastium fontanum,FALSE,2527
2528,CERAGLO,Cerastium glomeratum,Cerastium glomeratum,FALSE,2528
2529,CERAGLU,Cerastium glutinosum,Cerastium glutinosum,FALSE,2529
2530,CERAHOL,Cerastium holosteoides,Cerastium holosteoides,FALSE,2530
2531,CERAJUL,Cerastium julicum,Cerastium julicum,FALSE,2531
2532,CERALAN,Cerastiu lanatum auct.,Cerastium lanatum auct.,FALSE,2532
2533,CERALAT,Cerastium latifolium,Cerastium latifolium,FALSE,2533
2534,CERALUC,Cerastium lucorum,Cerastium lucorum,FALSE,2534
2535,CERAPED,Cerastium pedunculatum,Cerastium pedunculatum,FALSE,2535
2536,CERA#PU,Cerastium pumilum agg.,Cerastium pumilum agg.,FALSE,2536
2537,CERAPUM,Cerastium pumilum,Cerastium pumilum,FALSE,2537
2538,CERAPUI,Cerast pumilu f. subte,Cerastium pumilum f. subtetrandrum,FALSE,2538
2539,CERASEM,Cerastium semidecandru,Cerastium semidecandrum,FALSE,2539
2540,CERASYL,Cerastium sylvaticum,Cerastium sylvaticum,FALSE,2540
2541,CERATEN,Cerastium tenoreanum,Cerastium tenoreanum,FALSE,2541
2542,CERATOM,Cerastium tomentosum,Cerastium tomentosum,FALSE,2542
2543,CERAUNI,Cerastium uniflorum,Cerastium uniflorum,FALSE,2543
2544,CERAA-G,Ceras arven ssp. gland,Cerastium arvense ssp. glandulosum,FALSE,2544
2545,CERA-SP,Cerastium species,Cerastium species,FALSE,2545
2546,CERTFAL,Ceratocephala falcata,Ceratocephala falcata,FALSE,2546
2547,CERTORT,Ceratocepha orthoceras,Ceratocephala orthoceras,FALSE,2547
2548,CERT-SP,Ceratocephala species,Ceratocephala species,FALSE,2548
2549,CEROCON,Ceratodon conicus,Ceratodon conicus,FALSE,2549
2550,CEROHET,Ceratodon heterophyllu,Ceratodon heterophyllus,FALSE,2550
2551,CEROPUR,Ceratodon purpureus,Ceratodon purpureus,FALSE,2551
2552,CEROP-C,Cerat purpu ssp. conic,Ceratodon purpureus ssp. conicus,FALSE,2552
