"","species_nr","lettercode","synonym","turboveg_czechia_slovakia","kaplan","expert_system","nonvascular","n"
"5949",13877,"PRUUTRI",FALSE,"Prunus triloba","Prunus triloba","Prunus triloba",0,NA
"5950",13878,"PRUUVIR",FALSE,"Prunus virginiana","Prunus virginiana","Prunus virginiana",0,NA
"5951",8691,"PSEFALB",FALSE,"Pseudofumaria alba","Pseudofumaria alba","Pseudofumaria alba",0,NA
"5952",8692,"PSEFLUT",FALSE,"Pseudofumaria lutea","Pseudofumaria lutea","Pseudofumaria lutea",0,NA
"5953",8693,"PSEF-SP",FALSE,"Pseudofumaria species","Pseudofumaria species","Pseudofumaria species",0,NA
"5954",8694,"PSEGLUT",FALSE,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum",0,NA
"5955",8695,"PSEG-SP",FALSE,"Pseudognaphalium species","Pseudognaphalium species","Pseudognaphalium species",0,NA
"5956",8709,"PSEHALB",FALSE,"Pseudorchis albida","Pseudorchis albida","Pseudorchis albida",0,NA
"5957",8710,"PSEH-SP",FALSE,"Pseudorchis species","Pseudorchis species","Pseudorchis species",0,NA
"5958",8711,"PSETEUR",FALSE,"Pseudostellaria europaea","Pseudostellaria europaea","Pseudostellaria europaea",0,NA
"5959",8712,"PSET-SP",FALSE,"Pseudostellaria species","Pseudostellaria species","Pseudostellaria species",0,NA
"5960",13885,"PSEXGLA",FALSE,"Pseudotsuga glauca","Pseudotsuga menziesii var. glauca","Pseudotsuga menziesii var. glauca",0,NA
"5961",12274,"PSEXMEN",FALSE,"Pseudotsuga menziesii","Pseudotsuga menziesii var. menziesii","Pseudotsuga menziesii var. menziesii",0,NA
"5962",12275,"PSEX-SP",FALSE,"Pseudotsuga species","Pseudotsuga species","Pseudotsuga species",0,NA
"5963",8705,"PSEY#SP",FALSE,"Pseudolysimachion spicatum agg.","Veronica orchidea+spicata","Veronica orchidea+spicata",0,NA
"5964",13884,"PSEY*ME",FALSE,"Pseudolysimachion x medium (P. longifolium x spicatum)","Veronica x media","Veronica x media",0,NA
"5965",8707,"PSEYINC",FALSE,"Pseudolysimachion incanum","Veronica incana","Veronica incana",0,NA
"5966",13881,"PSEYL*S",FALSE,"Pseudolysimachion longifolium x spurium ssp. foliosum","Veronica maritima x V. spuria subsp. foliosa","Veronica maritima x V. spuria subsp. foliosa",0,NA
"5967",8702,"PSEYLON",FALSE,"Pseudolysimachion longifolium","Veronica maritima","Veronica maritima",0,NA
"5968",8703,"PSEYORC",FALSE,"Pseudolysimachion orchideum","Veronica orchidea","Veronica orchidea",0,NA
"5969",8708,"PSEY-SP",FALSE,"Pseudolysimachion species","Veronica species","Veronica species",0,NA
"5970",13882,"PSEYSPA",FALSE,"Pseudolysimachion spicatum ssp. spicatum","Veronica spicata subsp. spicata","Veronica spicata subsp. spicata",0,NA
"5971",8704,"PSEYSPI",FALSE,"Pseudolysimachion spicatum","Veronica spicata","Veronica spicata",0,NA
"5972",13883,"PSEYSPR",FALSE,"Pseudolysimachion spurium ssp. foliosum","Veronica spuria subsp. foliosa","Veronica spuria subsp. foliosa",0,NA
"5973",8706,"PSEYSPU",FALSE,"Pseudolysimachion spurium","Veronica spuria","Veronica spuria",0,NA
"5974",13886,"PTECPTE",FALSE,"Pterocarya pterocarpa","Pterocarya pterocarpa","Pterocarya pterocarpa",0,NA
"5975",13887,"PTEC-SP",FALSE,"Pterocarya species","Pterocarya species","Pterocarya species",0,NA
"5976",8737,"PTEL-SP",FALSE,"Ptelea species","Ptelea species","Ptelea species",0,NA
"5977",8736,"PTELTRI",FALSE,"Ptelea trifoliata","Ptelea trifoliata","Ptelea trifoliata",0,NA
"5978",8738,"PTERAQU",FALSE,"Pteridium aquilinum","Pteridium aquilinum","Pteridium aquilinum",0,NA
"5979",8739,"PTER-SP",FALSE,"Pteridium species","Pteridium species","Pteridium species",0,NA
"5980",8742,"PTESMUL",FALSE,"Pteris multifida","Pteris multifida","Pteris multifida",0,NA
"5981",8743,"PTES-SP",FALSE,"Pteris species","Pteris species","Pteris species",0,NA
"5982",8766,"PUCC#DI",FALSE,"Puccinellia distans agg.","Puccinellia distans","Puccinellia distans",0,NA
"5983",8765,"PUCCDIS",FALSE,"Puccinellia distans","Puccinellia distans","Puccinellia distans",0,NA
"5984",8769,"PUCCGIG",FALSE,"Puccinellia gigantea","Puccinellia gigantea","Puccinellia gigantea",0,NA
"5985",8767,"PUCCLIM",FALSE,"Puccinellia limosa","Puccinellia distans","Puccinellia distans",0,NA
"5986",8768,"PUCCPEI",FALSE,"Puccinellia peisonis","Puccinellia peisonis","Puccinellia peisonis",0,NA
"5987",8770,"PUCC-SP",FALSE,"Puccinellia species","Puccinellia species","Puccinellia species",0,NA
"5988",8772,"PULID-D",FALSE,"Pulicaria dysenterica ssp. dysenterica","Pulicaria dysenterica","Pulicaria dysenterica",0,NA
"5989",8771,"PULIDYS",FALSE,"Pulicaria dysenterica","Pulicaria dysenterica","Pulicaria dysenterica",0,NA
"5990",8774,"PULI-SP",FALSE,"Pulicaria species","Pulicaria species","Pulicaria species",0,NA
"5991",8773,"PULIVUL",FALSE,"Pulicaria vulgaris","Pulicaria vulgaris","Pulicaria vulgaris",0,NA
"5992",8783,"PULM#OF",FALSE,"Pulmonaria officinalis agg.","Pulmonaria officinalis agg.","Pulmonaria officinalis agg.",0,NA
"5993",13889,"PULM*DI",FALSE,"Pulmonaria x digenea (P. mollis x officinalis)","Pulmonaria x digenea","Pulmonaria x digenea",0,NA
"5994",13890,"PULM*HE",FALSE,"Pulmonaria x heinrichii (P. angustifolia x mollis)","Pulmonaria x heinrichii","Pulmonaria x heinrichii",0,NA
"5995",13891,"PULM*HY",FALSE,"Pulmonaria x hybrida (P. angustifolia x officinalis)","Pulmonaria x hybrida","Pulmonaria x hybrida",0,NA
"5996",13892,"PULM*IN",FALSE,"Pulmonaria x intermedia (P. mollis x obscura)","Pulmonaria x intermedia","Pulmonaria x intermedia",0,NA
"5997",13893,"PULM*NO",FALSE,"Pulmonaria x notha (P. angustifolia x obscura)","Pulmonaria x notha","Pulmonaria x notha",0,NA
"5998",8775,"PULMANG",FALSE,"Pulmonaria angustifolia","Pulmonaria angustifolia","Pulmonaria angustifolia",0,NA
"5999",8776,"PULMAUS",FALSE,"Pulmonaria australis","Pulmonaria australis","Pulmonaria australis",0,NA
"6000",8777,"PULMCAR",FALSE,"Pulmonaria carnica","Pulmonaria carnica","Pulmonaria carnica",0,NA
"6001",8778,"PULMKER",FALSE,"Pulmonaria kerneri","Pulmonaria kerneri","Pulmonaria kerneri",0,NA
"6002",8780,"PULMM-A",FALSE,"Pulmonaria mollis ssp. alpigena","Pulmonaria mollis ssp. alpigena","Pulmonaria mollis ssp. alpigena",0,NA
"6003",8781,"PULMM-M",FALSE,"Pulmonaria mollis ssp. mollis","Pulmonaria mollis","Pulmonaria mollis",0,NA
"6004",8779,"PULMMOL",FALSE,"Pulmonaria mollis","Pulmonaria mollis","Pulmonaria mollis",0,3
"6005",8786,"PULMMUR",FALSE,"Pulmonaria murinii","Pulmonaria murinii","Pulmonaria murinii",0,NA
"6006",8782,"PULMOBS",FALSE,"Pulmonaria obscura","Pulmonaria obscura","Pulmonaria officinalis s.lat.",0,50
"6007",8784,"PULMOFF",FALSE,"Pulmonaria officinalis","Pulmonaria officinalis","Pulmonaria officinalis s.lat.",0,4
"6008",13888,"PULMRUB",FALSE,"Pulmonaria rubra","Pulmonaria rubra","Pulmonaria rubra",0,NA
"6009",8787,"PULM-SP",FALSE,"Pulmonaria species","Pulmonaria species","Pulmonaria species",0,NA
"6010",8785,"PULMSTI",FALSE,"Pulmonaria stiriaca","Pulmonaria stiriaca","Pulmonaria stiriaca",0,NA
"6011",8793,"PULS#HA",FALSE,"Pulsatilla halleri agg.","Pulsatilla halleri agg.","Pulsatilla halleri agg.",0,NA
"6012",8801,"PULS#VU",FALSE,"Pulsatilla vulgaris agg.","Pulsatilla vulgaris agg.","Pulsatilla vulgaris agg.",0,NA
"6013",13896,"PULS*CE",FALSE,"Pulsatilla x celakovskyana (P. pratensis ssp. bohemica x","Pulsatilla x celakovskyana","Pulsatilla x celakovskyana",0,NA
"6014",13897,"PULS*HA",FALSE,"Pulsatilla x hackelii (P. patens x pratensis ssp. bohemi","Pulsatilla x hackelii","Pulsatilla x hackelii",0,NA
"6015",13898,"PULS*MI",FALSE,"Pulsatilla x mixta (P. grandis x pratensis ssp. bohemica","Pulsatilla x mixta","Pulsatilla x mixta",0,NA
"6016",8789,"PULSA-A",FALSE,"Pulsatilla alpina ssp. alpina","Pulsatilla alpina ssp. alpina","Pulsatilla alpina ssp. alpina",0,NA
"6017",8803,"PULSA-L",FALSE,"Pulsatilla alpina ssp. alba auct. sudet. & carpat.","Pulsatilla alpina subsp. alba","Pulsatilla alpina subsp. alba",0,NA
"6018",8788,"PULSALP",FALSE,"Pulsatilla alpina","Pulsatilla alpina","Pulsatilla alpina ssp. austriaca",0,NA
"6019",8790,"PULSA-P",FALSE,"Pulsatilla alpina ssp. apiifolia","Pulsatilla alpina ssp. apiifolia","Pulsatilla alpina ssp. apiifolia",0,NA
"6020",8791,"PULSA-U",FALSE,"Pulsatilla alpina ssp. austriaca","Pulsatilla alpina subsp. alba","Pulsatilla alpina subsp. alba",0,NA
"6021",8792,"PULSGRA",FALSE,"Pulsatilla grandis","Pulsatilla grandis","Pulsatilla grandis",0,NA
"6022",8794,"PULSPAT",FALSE,"Pulsatilla patens","Pulsatilla patens","Pulsatilla patens",0,NA
"6023",8804,"PULSP-F",FALSE,"Pulsatilla pratensis ssp. flavescens","Pulsatilla pratensis ssp. flavescens","Pulsatilla pratensis ssp. flavescens",0,NA
"6024",8796,"PULSP-N",FALSE,"Pulsatilla pratensis ssp. nigricans","Pulsatilla pratensis subsp. bohemica","Pulsatilla pratensis subsp. bohemica",0,NA
"6025",8795,"PULSPRA",FALSE,"Pulsatilla pratensis","Pulsatilla pratensis","Pulsatilla pratensis ssp. bohemica",0,NA
"6026",8805,"PULSP-Z",FALSE,"Pulsatilla pratensis ssp. zimmermannii","Pulsatilla pratensis ssp. zimmermannii","Pulsatilla pratensis ssp. zimmermannii",0,NA
"6027",8797,"PULSSLA",FALSE,"Pulsatilla slavica","Pulsatilla slavica","Pulsatilla slavica",0,NA
"6028",8807,"PULS-SP",FALSE,"Pulsatilla species","Pulsatilla species","Pulsatilla species",0,NA
"6029",8798,"PULSSTY",FALSE,"Pulsatilla styriaca","Pulsatilla styriaca","Pulsatilla styriaca",0,NA
"6030",8799,"PULSSUB",FALSE,"Pulsatilla subslavica","Pulsatilla subslavica","Pulsatilla subslavica",0,NA
"6031",8806,"PULSV;O",FALSE,"Pulsatilla vulgaris var. oenipontana","Pulsatilla vulgaris var. oenipontana","Pulsatilla vulgaris var. oenipontana",0,NA
"6032",13895,"PULSVEA",FALSE,"Pulsatilla vernalis var. vernalis","Pulsatilla vernalis var. vernalis","Pulsatilla vernalis var. vernalis",0,NA
"6033",13894,"PULSVEN",FALSE,"Pulsatilla vernalis var. alpestris","Pulsatilla vernalis var. alpestris","Pulsatilla vernalis var. alpestris",0,NA
"6034",8800,"PULSVER",FALSE,"Pulsatilla vernalis","Pulsatilla vernalis","Pulsatilla vernalis",0,NA
"6035",8802,"PULSVUL",FALSE,"Pulsatilla vulgaris","Pulsatilla vulgaris","Pulsatilla vulgaris",0,NA
"6036",13899,"PUSCSCI",FALSE,"Puschkinia scilloides","Puschkinia scilloides","Puschkinia scilloides",0,NA
"6037",13900,"PUSC-SP",FALSE,"Puschkinia species","Puschkinia species","Puschkinia species",0,NA
"6038",8813,"PYRACOC",FALSE,"Pyracantha coccinea","Pyracantha coccinea","Pyracantha coccinea",0,NA
"6039",8814,"PYRA-SP",FALSE,"Pyracantha species","Pyracantha species","Pyracantha species",0,NA
"6040",8835,"PYRLCAR",FALSE,"Pyrola carpatica","Pyrola carpatica","Pyrola carpatica",0,NA
"6041",8830,"PYRLCHL",FALSE,"Pyrola chlorantha","Pyrola chlorantha","Pyrola chlorantha",0,NA
"6042",8831,"PYRLMED",FALSE,"Pyrola media","Pyrola media","Pyrola media",0,NA
"6043",8832,"PYRLMIN",FALSE,"Pyrola minor","Pyrola minor","Pyrola minor",0,NA
"6044",8833,"PYRLROT",FALSE,"Pyrola rotundifolia","Pyrola rotundifolia","Pyrola rotundifolia",0,NA
"6045",8834,"PYRLR-R",FALSE,"Pyrola rotundifolia ssp. rotundifolia","Pyrola rotundifolia subsp. rotundifolia","Pyrola rotundifolia subsp. rotundifolia",0,NA
"6046",8836,"PYRL-SP",FALSE,"Pyrola species","Pyrola species","Pyrola species",0,NA
"6047",8841,"PYRS#CO",FALSE,"Pyrus communis agg.","Pyrus communis agg.","Pyrus communis",0,NA
"6048",13901,"PYRS*AM",FALSE,"Pyrus x amphigenea (P. communis x pyraster)","Pyrus x amphigenea","Pyrus x amphigenea",0,NA
"6049",8842,"PYRSCOM",FALSE,"Pyrus communis","Pyrus communis","Pyrus communis",0,NA
"6050",8843,"PYRSNIV",FALSE,"Pyrus nivalis","Pyrus nivalis","Pyrus nivalis",0,NA
"6051",8844,"PYRSPYR",FALSE,"Pyrus pyraster","Pyrus pyraster","Pyrus pyraster",0,2
"6052",8845,"PYRS-SP",FALSE,"Pyrus species","Pyrus species","Pyrus species",0,NA
"6053",8846,"QUAMCOC",FALSE,"Quamoclit coccinea","Quamoclit coccinea","Quamoclit coccinea",0,NA
"6054",8847,"QUAM-SP",FALSE,"Quamoclit species","Quamoclit species","Quamoclit species",0,NA
"6055",8851,"QUER#PE",FALSE,"Quercus petraea agg.","Quercus petraea agg.","Quercus petraea agg.",0,186
"6056",8853,"QUER#PU",FALSE,"Quercus pubescens agg.","Quercus pubescens agg.","Quercus pubescens agg.",0,NA
"6057",13903,"QUER*BA",FALSE,"Quercus x barnovae (Q. dalechampii x polycarpa)","Quercus x barnovae (Q. dalechampii x polycarpa)","Quercus x barnovae (Q. dalechampii x polycarpa)",0,NA
"6058",13904,"QUER*BE",FALSE,"Quercus x benkoei (Q. dalechampii x petraea)","Quercus x benkoei (Q. dalechampii x petraea)","Quercus x benkoei (Q. dalechampii x petraea)",0,NA
"6059",13905,"QUER*BU",FALSE,"Quercus x budensis (Q. pubescens x virgiliana)","Quercus x budensis (Q. pubescens x virgiliana)","Quercus x budensis (Q. pubescens x virgiliana)",0,NA
"6060",13906,"QUER*CA",FALSE,"Quercus x calvescens (Q. petraea x pubescens)","Quercus x calvescens","Quercus x calvescens",0,NA
"6061",13907,"QUER*CZ",FALSE,"Quercus x cazanensis (Q. dalechampii x virgiliana)","Quercus x cazanensis (Q. dalechampii x virgiliana)","Quercus x cazanensis (Q. dalechampii x virgiliana)",0,NA
"6062",13908,"QUER*DA",FALSE,"Quercus x dacica (Q. polycarpa x pubescens)","Quercus x dacica (Q. polycarpa x pubescens)","Quercus x dacica (Q. polycarpa x pubescens)",0,NA
"6063",13910,"QUER*PE",FALSE,"Quercus x pseudopubescens (Q. dalechampii x pubescens)","Quercus x pseudopubescens","Quercus x pseudopubescens",0,NA
"6064",13909,"QUER*PS",FALSE,"Quercus x pseudodalechampii (Q. dalechampii x robur)","Quercus x pseudodalechampii (Q. dalechampii x robur)","Quercus x pseudodalechampii (Q. dalechampii x robur)",0,NA
"6065",13911,"QUER*RO",FALSE,"Quercus x rosacea (Q. petraea x robur)","Quercus x rosacea","Quercus x rosacea",0,NA
"6066",13912,"QUER*SO",FALSE,"Quercus x sooi (Q. petraea x polycarpa)","Quercus x sooi (Q. petraea x polycarpa)","Quercus x sooi (Q. petraea x polycarpa)",0,NA
"6067",8848,"QUERCER",FALSE,"Quercus cerris","Quercus cerris","Quercus cerris",0,NA
"6068",8849,"QUERDAL",FALSE,"Quercus dalechampii","Quercus dalechampii","Quercus petraea agg.",0,NA
"6069",8858,"QUERFRA",FALSE,"Quercus frainetto","Quercus frainetto","Quercus frainetto",0,NA
"6070",13902,"QUERPAL",FALSE,"Quercus palustris","Quercus palustris","Quercus palustris",0,NA
"6071",8859,"QUERPED",FALSE,"Quercus pedunculiflora","Quercus pedunculiflora","Quercus pedunculiflora",0,NA
"6072",8850,"QUERPET",FALSE,"Quercus petraea","Quercus petraea","Quercus petraea agg.",0,NA
"6073",8852,"QUERPOL",FALSE,"Quercus polycarpa","Quercus polycarpa","Quercus petraea agg.",0,NA
"6074",8854,"QUERPUB",FALSE,"Quercus pubescens","Quercus pubescens","Quercus pubescens",0,NA
"6075",8855,"QUERROB",FALSE,"Quercus robur","Quercus robur","Quercus robur",0,4
"6076",8856,"QUERRUB",FALSE,"Quercus rubra","Quercus rubra","Quercus rubra",0,NA
"6077",8860,"QUER-SP",FALSE,"Quercus species","Quercus species","Quercus species",0,NA
"6078",8857,"QUERVIR",FALSE,"Quercus virgiliana","Quercus virgiliana","Quercus pubescens",0,NA
"6079",8882,"RADILIN",FALSE,"Radiola linoides","Radiola linoides","Radiola linoides",0,NA
"6080",8883,"RADI-SP",FALSE,"Radiola species","Radiola species","Radiola species",0,NA
"6081",8919,"RANU#AL",FALSE,"Ranunculus alpestris agg.","Ranunculus alpestris agg.","Ranunculus alpestris agg.",0,NA
"6082",8921,"RANU#AQ",FALSE,"Ranunculus aquatilis agg.","Ranunculus sect. Batrachium","Ranunculus sect. Batrachium",0,NA
"6083",12276,"RANU#AU",FALSE,"Ranunculus auricomus agg.","Ranunculus auricomus agg.","Ranunculus auricomus agg.",0,6
"6084",8937,"RANU#FL",FALSE,"Ranunculus flammula agg.","Ranunculus flammula","Ranunculus flammula",0,NA
"6085",8948,"RANU#MO",FALSE,"Ranunculus montanus agg.","Ranunculus montanus agg.","Ranunculus montanus agg.",0,NA
"6086",8958,"RANU#PO",FALSE,"Ranunculus polyanthemos agg.","Ranunculus polyanthemos agg.","Ranunculus polyanthemos agg.",0,NA
"6087",13919,"RANU*LU",FALSE,"Ranunculus x lutzii (R. aquatilis x trichophyllus)","Ranunculus fluitans","Ranunculus fluitans",0,NA
"6088",13920,"RANU*PO",FALSE,"Ranunculus x polyanthemoides (R. nemorosus x polyanthemo","Ranunculus nemorosus x polyanthemos","Ranunculus nemorosus x polyanthemos",0,NA
"6089",8917,"RANUA-A",FALSE,"Ranunculus acris ssp. acris","Ranunculus acris subsp. acris","Ranunculus acris subsp. acris",0,NA
"6090",8978,"RANUACI",FALSE,"Ranunculus acriformis auct.","Ranunculus acriformis auct.","Ranunculus acriformis auct.",0,NA
"6091",8915,"RANUACO",FALSE,"Ranunculus aconitifolius","Ranunculus aconitifolius","Ranunculus aconitifolius",0,NA
"6092",8916,"RANUACR",FALSE,"Ranunculus acris","Ranunculus acris","Ranunculus acris",0,4
"6093",8918,"RANUA-F",FALSE,"Ranunculus acris ssp. friesianus","Ranunculus acris subsp. friesianus","Ranunculus acris subsp. friesianus",0,NA
"6094",8920,"RANUALP",FALSE,"Ranunculus alpestris","Ranunculus alpestris","Ranunculus alpestris",0,NA
"6095",8979,"RANUALT",FALSE,"Ranunculus alti-tatrensis","Ranunculus alti-tatrensis","Ranunculus alti-tatrensis",0,NA
"6096",8922,"RANUAQU",FALSE,"Ranunculus aquatilis","Ranunculus aquatilis","Ranunculus aquatilis",0,NA
"6097",8923,"RANUARV",FALSE,"Ranunculus arvensis","Ranunculus arvensis","Ranunculus arvensis",0,NA
"6098",8925,"RANUAUI",FALSE,"Ranunculus auricomus s.lat.","Ranunculus auricomus agg.","Ranunculus auricomus agg.",0,NA
"6099",8924,"RANUAUR",FALSE,"Ranunculus auricomus","Ranunculus auricomus agg.","Ranunculus auricomus agg.",0,NA
"6100",8926,"RANUBAU",FALSE,"Ranunculus baudotii","Ranunculus baudotii","Ranunculus baudotii",0,NA
"6101",8980,"RANUBER",FALSE,"Ranunculus beregensis","Ranunculus beregensis","Ranunculus beregensis",0,NA
"6102",8981,"RANUBIN",FALSE,"Ranunculus binatus","Ranunculus binatus","Ranunculus binatus",0,NA
"6103",8927,"RANUBRE",FALSE,"Ranunculus breyninus","Ranunculus breyninus","Ranunculus breyninus",0,NA
"6104",50065,"RANUBRE",TRUE,"Ranunculus oreophilus","Ranunculus oreophilus","Ranunculus oreophilus",0,NA
"6105",8982,"RANUBUD",FALSE,"Ranunculus budaianus","Ranunculus budaianus","Ranunculus budaianus",0,NA
"6106",8983,"RANUBUE",FALSE,"Ranunculus budensis","Ranunculus budensis","Ranunculus budensis",0,NA
"6107",8928,"RANUBUL",FALSE,"Ranunculus bulbosus","Ranunculus bulbosus","Ranunculus bulbosus",0,2
"6108",8985,"RANUCAA",FALSE,"Ranunculus carpaticus","Ranunculus carpaticus","Ranunculus carpaticus",0,NA
"6109",8987,"RANUCAB",FALSE,"Ranunculus cassubicus sensu Soo","Ranunculus cassubicus sensu Soo","Ranunculus cassubicus sensu Soo",0,NA
"6110",8984,"RANUCAP",FALSE,"Ranunculus carpaticola","Ranunculus carpaticola","Ranunculus carpaticola",0,NA
"6111",8929,"RANUCAR",FALSE,"Ranunculus carinthiacus","Ranunculus carinthiacus","Ranunculus carinthiacus",0,NA
"6112",8930,"RANUCAS",FALSE,"Ranunculus cassubicus s.lat.","Ranunculus auricomus agg.","Ranunculus auricomus agg.",0,NA
"6113",8986,"RANUCAU",FALSE,"Ranunculus cassubiciformis","Ranunculus cassubiciformis","Ranunculus cassubiciformis",0,NA
"6114",8931,"RANUCIR",FALSE,"Ranunculus circinatus","Ranunculus circinatus","Ranunculus circinatus",0,NA
"6115",8932,"RANUCRE",FALSE,"Ranunculus crenatus","Ranunculus crenatus","Ranunculus crenatus",0,NA
"6116",8988,"RANUEST",FALSE,"Ranunculus estherae","Ranunculus estherae","Ranunculus estherae",0,NA
"6117",8989,"RANUFAA",FALSE,"Ranunculus fallax s.str.","Ranunculus fallax","Ranunculus fallax",0,NA
"6118",8933,"RANUFAL",FALSE,"Ranunculus fallax s.lat.","Ranunculus fallax group s.lat.","Ranunculus fallax group s.lat.",0,NA
"6119",8935,"RANUF-B",FALSE,"Ranunculus ficaria ssp. bulbilifer","Ficaria verna subsp. verna","Ficaria verna",0,6
"6120",50038,"RANUF-B",TRUE,"Ficaria bulbifera","Ficaria verna subsp. verna","Ficaria verna",0,NA
"6121",8934,"RANUFIC",FALSE,"Ranunculus ficaria","Ficaria verna","Ficaria verna",0,NA
"6122",8938,"RANUFLA",FALSE,"Ranunculus flammula","Ranunculus flammula","Ranunculus flammula",0,NA
"6123",8939,"RANUFLU",FALSE,"Ranunculus fluitans","Ranunculus fluitans","Ranunculus fluitans",0,NA
"6124",8936,"RANUF-N",FALSE,"Ranunculus ficaria ssp. nudicaulis","Ficaria calthifolia","Ficaria calthifolia",0,NA
"6125",50039,"RANUF-N",TRUE,"Ficaria calthifolia","Ficaria calthifolia","Ficaria calthifolia",0,2
"6126",8990,"RANUGAY",FALSE,"Ranunculus gayeri","Ranunculus gayeri","Ranunculus gayeri",0,NA
"6127",8940,"RANUGLA",FALSE,"Ranunculus glacialis","Ranunculus glacialis","Ranunculus glacialis",0,NA
