"","species_nr","lettercode","synonym","turboveg_czechia_slovakia","kaplan","expert_system","nonvascular","n"
"5717",8370,"POLGV-O",FALSE,"Polygala vulgaris ssp. oxyptera","Polygala multicaulis","Polygala multicaulis",0,NA
"5718",8369,"POLGVUL",FALSE,"Polygala vulgaris","Polygala vulgaris","Polygala vulgaris",0,NA
"5719",8371,"POLGV-V",FALSE,"Polygala vulgaris ssp. vulgaris","Polygala vulgaris","Polygala vulgaris",0,NA
"5720",8342,"POLN#AR",FALSE,"Polycnemum arvense agg.","Polycnemum arvense agg.","Polycnemum arvense agg.",0,NA
"5721",8343,"POLNARV",FALSE,"Polycnemum arvense","Polycnemum arvense","Polycnemum arvense",0,NA
"5722",8344,"POLNHEU",FALSE,"Polycnemum heuffelii","Polycnemum heuffelii","Polycnemum heuffelii",0,NA
"5723",8345,"POLNMAJ",FALSE,"Polycnemum majus","Polycnemum majus","Polycnemum majus",0,NA
"5724",8347,"POLN-SP",FALSE,"Polycnemum species","Polycnemum species","Polycnemum species",0,NA
"5725",8346,"POLNVER",FALSE,"Polycnemum verrucosum","Polycnemum verrucosum","Polycnemum verrucosum",0,NA
"5726",8389,"POLP#VU",FALSE,"Polypodium vulgare agg.","Polypodium vulgare agg.","Polypodium vulgare agg.",0,NA
"5727",8387,"POLPI*V",FALSE,"Polypodium x mantoniae (P. interjectum x vulgare)","Polypodium x mantoniae","Polypodium vulgare s.lat.",0,NA
"5728",8386,"POLPINT",FALSE,"Polypodium interjectum","Polypodium interjectum","Polypodium vulgare s.lat.",0,NA
"5729",8390,"POLP-SP",FALSE,"Polypodium species","Polypodium species","Polypodium vulgare s.lat.",0,NA
"5730",8388,"POLPVUL",FALSE,"Polypodium vulgare","Polypodium vulgare","Polypodium vulgare s.lat.",0,22
"5731",8401,"POLT#AC",FALSE,"Polystichum aculeatum agg.","Polystichum aculeatum agg.","Polystichum aculeatum agg.",0,NA
"5732",13824,"POLT*LU",FALSE,"Polystichum x luerssenii (P. aculeatum x braunii)","Polystichum x luerssenii","Polystichum x luerssenii",0,NA
"5733",8400,"POLTACU",FALSE,"Polystichum aculeatum","Polystichum aculeatum","Polystichum aculeatum",0,NA
"5734",8402,"POLTBRA",FALSE,"Polystichum braunii","Polystichum braunii","Polystichum braunii",0,NA
"5735",8403,"POLTFAL",FALSE,"Polystichum falcatum","Polystichum falcatum","Polystichum falcatum",0,NA
"5736",8404,"POLTLON",FALSE,"Polystichum lonchitis","Polystichum lonchitis","Polystichum lonchitis",0,NA
"5737",8405,"POLTSET",FALSE,"Polystichum setiferum","Polystichum setiferum","Polystichum setiferum",0,NA
"5738",8406,"POLT-SP",FALSE,"Polystichum species","Polystichum species","Polystichum species",0,NA
"5739",8380,"POLU#AV",FALSE,"Polygonum aviculare agg.","Polygonum aviculare agg.","Polygonum aviculare agg.",0,NA
"5740",8378,"POLUARE",FALSE,"Polygonum arenarium","Polygonum arenarium","Polygonum arenarium",0,NA
"5741",8379,"POLUARN",FALSE,"Polygonum arenastrum","Polygonum arenastrum","Polygonum aviculare agg.",0,NA
"5742",8381,"POLUAVI",FALSE,"Polygonum aviculare","Polygonum aviculare","Polygonum aviculare agg.",0,NA
"5743",8382,"POLUBEL",FALSE,"Polygonum bellardii","Polygonum bellardii","Polygonum bellardii",0,NA
"5744",8383,"POLUGRA",FALSE,"Polygonum graminifolium","Polygonum graminifolium","Polygonum graminifolium",0,NA
"5745",8384,"POLURUR",FALSE,"Polygonum rurivagum","Polygonum rurivagum","Polygonum aviculare agg.",0,NA
"5746",8385,"POLU-SP",FALSE,"Polygonum species","Polygonum species","Polygonum species",0,NA
"5747",13825,"PONTCOR",FALSE,"Pontederia cordata","Pontederia cordata","Pontederia cordata",0,NA
"5748",13832,"POPU*BE",FALSE,"Populus x berolinensis (P. laurifolia x nigra 'Italica')","Populus x berolinensis","Populus x berolinensis",0,NA
"5749",8430,"POPU*CA",FALSE,"Populus x canadensis (P. deltoides x nigra)","Populus x canadensis","Populus x canadensis",0,4
"5750",8431,"POPU*CN",FALSE,"Populus x canescens (P. alba x tremula)","Populus x canescens","Populus x canescens",0,NA
"5751",13833,"POPU*GE",FALSE,"Populus x generosa (P. angulata x trichocarpa)","Populus x generosa","Populus x generosa",0,NA
"5752",8427,"POPUALB",FALSE,"Populus alba","Populus alba","Populus alba",0,NA
"5753",13826,"POPUBAL",FALSE,"Populus balsamifera","Populus balsamifera","Populus balsamifera",0,NA
"5754",13827,"POPUCAN",FALSE,"Populus candicans","Populus x candicans","Populus x candicans",0,NA
"5755",13828,"POPUNIA",FALSE,"Populus nigra agg.","Populus nigra agg.","Populus nigra agg.",0,NA
"5756",8428,"POPUNIG",FALSE,"Populus nigra","Populus nigra","Populus nigra",0,NA
"5757",13829,"POPUNIR",FALSE,"Populus nigra 'Italica'","Populus nigra 'Italica'","Populus nigra 'Italica'",0,NA
"5758",13830,"POPUSIM",FALSE,"Populus simonii","Populus simonii","Populus simonii",0,NA
"5759",8432,"POPU-SP",FALSE,"Populus species","Populus species","Populus species",0,NA
"5760",8429,"POPUTRE",FALSE,"Populus tremula","Populus tremula","Populus tremula",0,2
"5761",13831,"POPUTRI",FALSE,"Populus trichocarpa","Populus trichocarpa","Populus trichocarpa",0,NA
"5762",8485,"PORTGRA",FALSE,"Portulaca grandiflora","Portulaca grandiflora","Portulaca grandiflora",0,NA
"5763",8486,"PORTOLE",FALSE,"Portulaca oleracea","Portulaca oleracea","Portulaca oleracea",0,NA
"5764",8487,"PORTO-O",FALSE,"Portulaca oleracea ssp. oleracea","Portulaca oleracea subsp. oleracea","Portulaca oleracea subsp. oleracea",0,NA
"5765",8488,"PORTO-S",FALSE,"Portulaca oleracea ssp. sativa","Portulaca oleracea subsp. sativa","Portulaca oleracea subsp. sativa",0,NA
"5766",8489,"PORT-SP",FALSE,"Portulaca species","Portulaca species","Portulaca species",0,NA
"5767",8509,"POTA#PU",FALSE,"Potamogeton pusillus agg.","Potamogeton pusillus agg.","Potamogeton pusillus s.lat.",0,NA
"5768",13834,"POTA*FL",FALSE,"Potamogeton x fluitans (P. lucens x natans)","Potamogeton x fluitans","Potamogeton x fluitans",0,NA
"5769",8512,"POTA*NI",FALSE,"Potamogeton x nitens (P. gramineus x perfoliatus)","Potamogeton x nitens","Potamogeton x nitens",0,NA
"5770",13835,"POTA*OL",FALSE,"Potamogeton x olivaceus (P. alpinus x crispus)","Potamogeton coloratus","Potamogeton coloratus",0,NA
"5771",8513,"POTA*ZI",FALSE,"Potamogeton x angustifolius (P. gramineus x lucens)","Potamogeton x angustifolius","Potamogeton x angustifolius",0,NA
"5772",8490,"POTAACU",FALSE,"Potamogeton acutifolius","Potamogeton acutifolius","Potamogeton acutifolius",0,NA
"5773",8491,"POTAALP",FALSE,"Potamogeton alpinus","Potamogeton alpinus","Potamogeton alpinus",0,NA
"5774",8492,"POTABER",FALSE,"Potamogeton berchtoldii","Potamogeton berchtoldii","Potamogeton pusillus s.lat.",0,NA
"5775",8493,"POTACOL",FALSE,"Potamogeton coloratus","Potamogeton coloratus","Potamogeton coloratus",0,NA
"5776",8494,"POTACOM",FALSE,"Potamogeton compressus","Potamogeton compressus","Potamogeton compressus",0,NA
"5777",8495,"POTACRI",FALSE,"Potamogeton crispus","Potamogeton crispus","Potamogeton crispus",0,NA
"5778",8496,"POTAFIL",FALSE,"Potamogeton filiformis","Potamogeton filiformis","Potamogeton filiformis",0,NA
"5779",8497,"POTAFRI",FALSE,"Potamogeton friesii","Potamogeton friesii","Potamogeton friesii",0,NA
"5780",8498,"POTAGRA",FALSE,"Potamogeton gramineus","Potamogeton gramineus","Potamogeton gramineus",0,NA
"5781",8499,"POTALUC",FALSE,"Potamogeton lucens","Potamogeton lucens","Potamogeton lucens",0,NA
"5782",8500,"POTANAT",FALSE,"Potamogeton natans","Potamogeton natans","Potamogeton natans",0,NA
"5783",8501,"POTANOD",FALSE,"Potamogeton nodosus","Potamogeton nodosus","Potamogeton nodosus",0,NA
"5784",8502,"POTAOBT",FALSE,"Potamogeton obtusifolius","Potamogeton obtusifolius","Potamogeton obtusifolius",0,NA
"5785",8504,"POTAP-B",FALSE,"Potamogeton pectinatus ssp. balatonicus","Potamogeton pectinatus ssp. balatonicus","Potamogeton pectinatus ssp. balatonicus",0,NA
"5786",8503,"POTAPEC",FALSE,"Potamogeton pectinatus","Stuckenia pectinata","Stuckenia pectinata",0,NA
"5787",8506,"POTAPER",FALSE,"Potamogeton perfoliatus","Potamogeton perfoliatus","Potamogeton perfoliatus",0,NA
"5788",8507,"POTAPOL",FALSE,"Potamogeton polygonifolius","Potamogeton polygonifolius","Potamogeton polygonifolius",0,NA
"5789",8505,"POTAP-P",FALSE,"Potamogeton pectinatus ssp. pectinatus","Stuckenia pectinata","Stuckenia pectinata",0,NA
"5790",8508,"POTAPRA",FALSE,"Potamogeton praelongus","Potamogeton praelongus","Potamogeton praelongus",0,NA
"5791",8510,"POTAPUS",FALSE,"Potamogeton pusillus","Potamogeton pusillus","Potamogeton pusillus s.lat.",0,NA
"5792",8514,"POTA-SP",FALSE,"Potamogeton species","Potamogeton species","Potamogeton species",0,NA
"5793",8511,"POTATRI",FALSE,"Potamogeton trichoides","Potamogeton trichoides","Potamogeton trichoides",0,NA
"5794",8516,"POTE#AN",FALSE,"Potentilla anglica agg.","Potentilla anglica agg.","Potentilla anglica agg.",0,NA
"5795",8519,"POTE#AR",FALSE,"Potentilla argentea agg.","Potentilla argentea","Potentilla argentea",0,NA
"5796",8527,"POTE#CO",FALSE,"Potentilla collina agg.","Potentilla collina+lindackeri","Potentilla collina",0,NA
"5797",8534,"POTE#HE",FALSE,"Potentilla heptaphylla agg.","Potentilla heptaphylla agg.","Potentilla heptaphylla agg.",0,NA
"5798",8559,"POTE#VE",FALSE,"Potentilla verna agg.","Potentilla verna agg.","Potentilla tabernaemontani",0,NA
"5799",13846,"POTE*AD",FALSE,"Potentilla x adulterina (P. arenaria x heptaphylla x tab","Potentilla radiata","Potentilla radiata",0,NA
"5800",13847,"POTE*AU",FALSE,"Potentilla x aurulenta (P. heptaphylla x tabernaemontani","Potentilla x aurulenta","Potentilla x aurulenta",0,NA
"5801",13848,"POTE*BA",FALSE,"Potentilla x bayeri (P. lindackeri x tabernaemontani)","Potentilla x bayeri","Potentilla x bayeri",0,NA
"5802",13849,"POTE*BO",FALSE,"Potentilla x boetzkesii (P. filiformis x tabernaemontani","Potentilla x boetzkesii","Potentilla x boetzkesii",0,NA
"5803",13850,"POTE*BU",FALSE,"Potentilla x budaiana (P. arenaria x patula)","Potentilla x budaiana","Potentilla x budaiana",0,NA
"5804",13851,"POTE*CA",FALSE,"Potentilla x castriferrei (P. filiformis x heptaphylla)","Potentilla x castriferrei","Potentilla x castriferrei",0,NA
"5805",13852,"POTE*GI",FALSE,"Potentilla x ginsiensis (P. arenaria x filiformis)","Potentilla x ginsiensis","Potentilla x ginsiensis",0,NA
"5806",13853,"POTE*HE",FALSE,"Potentilla x hedrichii (P. argentea x species)","Potentilla x hedrichii","Potentilla x hedrichii",0,NA
"5807",13854,"POTE*HR",FALSE,"Potentilla x herbichii (P. inclinata x recta)","Potentilla x herbichii","Potentilla x herbichii",0,NA
"5808",13855,"POTE*HY",FALSE,"Potentilla x hybrida (P. alba x sterilis)","Potentilla x hybrida","Potentilla x hybrida",0,NA
"5809",13856,"POTE*IT",FALSE,"Potentilla x italica (P. erecta x reptans)","Potentilla x italica","Potentilla x italica",0,NA
"5810",13858,"POTE*MA",FALSE,"Potentilla x matraensis (P. heptaphylla x patula)","Potentilla x matraensis","Potentilla x matraensis",0,NA
"5811",8561,"POTE*MI",FALSE,"Potentilla x mixta (P. anglica x reptans)","Potentilla x mixta","Potentilla x mixta",0,NA
"5812",13861,"POTE*SB",FALSE,"Potentilla x suberecta (P. anglica x erecta)","Potentilla x suberecta","Potentilla x suberecta",0,NA
"5813",13859,"POTE*SE",FALSE,"Potentilla x semiargentea (P. argentea x inclinata)","Potentilla x semiargentea","Potentilla x semiargentea",0,NA
"5814",13860,"POTE*SU",FALSE,"Potentilla x subarenaria (P. arenaria x tabernaemontani)","Potentilla x subarenaria","Potentilla x subarenaria",0,NA
"5815",13836,"POTEADS",FALSE,"Potentilla adscharica","Potentilla adscharica","Potentilla adscharica",0,NA
"5816",8515,"POTEALB",FALSE,"Potentilla alba","Potentilla alba","Potentilla alba",0,NA
"5817",8517,"POTEANG",FALSE,"Potentilla anglica","Potentilla anglica","Potentilla anglica",0,NA
"5818",8518,"POTEANS",FALSE,"Potentilla anserina","Potentilla anserina","Potentilla anserina",0,NA
"5819",13837,"POTEARB",FALSE,"Potentilla arbuscula","Dasiphora arbuscula","Dasiphora arbuscula",0,NA
"5820",8520,"POTEARG",FALSE,"Potentilla argentea","Potentilla argentea","Potentilla argentea",0,NA
"5821",8521,"POTEATR",FALSE,"Potentilla atrosanguinea","Potentilla atrosanguinea","Potentilla atrosanguinea",0,NA
"5822",8522,"POTEAUR",FALSE,"Potentilla aurea","Potentilla aurea","Potentilla aurea",0,NA
"5823",8523,"POTEAUS",FALSE,"Potentilla australis","Potentilla australis","Potentilla australis",0,NA
"5824",8524,"POTEBRA",FALSE,"Potentilla brauneana","Potentilla brauneana","Potentilla brauneana",0,NA
"5825",13839,"POTEC*T",FALSE,"Potentilla crantzii ssp. serpentini x tabernaemontani","Potentilla crantzii subsp. serpentini x P. verna","Potentilla crantzii subsp. serpentini x P. verna",0,NA
"5826",8525,"POTECAU",FALSE,"Potentilla caulescens","Potentilla caulescens","Potentilla caulescens",0,NA
"5827",8526,"POTECLU",FALSE,"Potentilla clusiana","Potentilla clusiana","Potentilla clusiana",0,NA
"5828",8528,"POTECOL",FALSE,"Potentilla collina","Potentilla collina","Potentilla collina",0,NA
"5829",8529,"POTECRA",FALSE,"Potentilla crantzii","Potentilla crantzii","Potentilla crantzii",0,NA
"5830",13838,"POTECRN",FALSE,"Potentilla crantzii ssp. serpentini","Potentilla crantzii subsp. serpentini","Potentilla crantzii subsp. serpentini",0,NA
"5831",13840,"POTECRT",FALSE,"Potentilla crantzii var. crantzii","Potentilla crantzii","Potentilla crantzii",0,NA
"5832",8530,"POTEERE",FALSE,"Potentilla erecta","Potentilla erecta","Potentilla erecta",0,NA
"5833",8531,"POTEFRI",FALSE,"Potentilla frigida","Potentilla frigida","Potentilla frigida",0,NA
"5834",8532,"POTEFRU",FALSE,"Potentilla fruticosa","Dasiphora fruticosa","Dasiphora fruticosa",0,NA
"5835",13841,"POTEGLA",FALSE,"Potentilla glabrata","Dasiphora glabrata","Dasiphora glabrata",0,NA
"5836",8533,"POTEGRA",FALSE,"Potentilla grandiflora","Potentilla grandiflora","Potentilla grandiflora",0,NA
"5837",8535,"POTEHEP",FALSE,"Potentilla heptaphylla","Potentilla heptaphylla","Potentilla heptaphylla",0,NA
"5838",14462,"POTEHUM",FALSE,"Potentilla humifusa","Potentilla humifusa","Potentilla humifusa",0,NA
"5839",8536,"POTEINC",FALSE,"Potentilla incana","Potentilla incana","Potentilla incana",0,NA
"5840",50017,"POTEINC",TRUE,"Potentilla arenaria","Potentilla incana","Potentilla incana",0,NA
"5841",8537,"POTEINL",FALSE,"Potentilla inclinata","Potentilla inclinata","Potentilla inclinata",0,NA
"5842",8538,"POTEINT",FALSE,"Potentilla intermedia","Potentilla intermedia","Potentilla intermedia",0,NA
"5843",8539,"POTELEU",FALSE,"Potentilla leucopolitana","Potentilla leucopolitana","Potentilla leucopolitana",0,NA
"5844",8540,"POTELIN",FALSE,"Potentilla lindackeri","Potentilla lindackeri","Potentilla lindackeri",0,NA
"5845",8541,"POTEMIC",FALSE,"Potentilla micrantha","Potentilla micrantha","Potentilla micrantha",0,NA
"5846",8542,"POTENEG",FALSE,"Potentilla neglecta","Potentilla argentea","Potentilla argentea",0,NA
"5847",8543,"POTENIT",FALSE,"Potentilla nitida","Potentilla nitida","Potentilla nitida",0,NA
"5848",8544,"POTENOR",FALSE,"Potentilla norvegica","Potentilla norvegica","Potentilla norvegica",0,NA
"5849",8545,"POTEPAL",FALSE,"Potentilla palustris","Comarum palustre","Comarum palustre",0,NA
"5850",13842,"POTEPAR",FALSE,"Potentilla parvifolia","Dasiphora parvifolia","Dasiphora parvifolia",0,NA
"5851",8546,"POTEPAT",FALSE,"Potentilla patula","Potentilla patula","Potentilla patula",0,NA
"5852",8562,"POTEPED",FALSE,"Potentilla pedata","Potentilla pedata","Potentilla pedata",0,NA
"5853",8548,"POTEP-F",FALSE,"Potentilla prostrata ssp. floccosa","Potentilla prostrata ssp. floccosa","Potentilla prostrata ssp. floccosa",0,NA
"5854",8547,"POTEPRO",FALSE,"Potentilla prostrata","Potentilla prostrata","Potentilla prostrata",0,NA
"5855",8549,"POTEPUS",FALSE,"Potentilla pusilla","Potentilla puberula","Potentilla puberula",0,NA
"5856",13843,"POTERAD",FALSE,"Potentilla radiata","Potentilla radiata","Potentilla radiata",0,NA
"5857",13857,"POTERAD",TRUE,"Potentilla x leteae","Potentilla radiata","Potentilla radiata",0,NA
"5858",8550,"POTEREC",FALSE,"Potentilla recta","Potentilla recta","Potentilla recta",0,NA
"5859",8551,"POTEREP",FALSE,"Potentilla reptans","Potentilla reptans","Potentilla reptans",0,NA
"5860",8552,"POTERUP",FALSE,"Potentilla rupestris","Drymocallis rupestris","Drymocallis rupestris",0,NA
"5861",8553,"POTESOR",FALSE,"Potentilla sordida","Potentilla sordida","Potentilla sordida",0,NA
"5862",8564,"POTE-SP",FALSE,"Potentilla species","Potentilla species","Potentilla species",0,NA
"5863",8554,"POTESTE",FALSE,"Potentilla sterilis","Potentilla sterilis","Potentilla sterilis",0,NA
"5864",13844,"POTESUI",FALSE,"Potentilla supina ssp. paradoxa","Potentilla supina subsp. paradoxa","Potentilla supina subsp. paradoxa",0,NA
"5865",13845,"POTESUN",FALSE,"Potentilla supina ssp. supina","Potentilla supina subsp. supina","Potentilla supina subsp. supina",0,NA
"5866",8555,"POTESUP",FALSE,"Potentilla supina","Potentilla supina","Potentilla supina",0,NA
"5867",8556,"POTETAB",FALSE,"Potentilla tabernaemontani","Potentilla verna","Potentilla verna",0,NA
"5868",8557,"POTETHU",FALSE,"Potentilla thuringiaca","Potentilla thuringiaca","Potentilla thuringiaca",0,NA
"5869",8558,"POTETHY",FALSE,"Potentilla thyrsiflora","Potentilla thyrsiflora","Potentilla thyrsiflora",0,NA
"5870",8563,"POTETOM",FALSE,"Potentilla tommasiniana","Potentilla tommasiniana","Potentilla tommasiniana",0,NA
"5871",8560,"POTEWIE",FALSE,"Potentilla wiemanniana","Potentilla wiemanniana","Potentilla wiemanniana",0,NA
"5872",8583,"PRENPUR",FALSE,"Prenanthes purpurea","Prenanthes purpurea","Prenanthes purpurea",0,NA
"5873",8584,"PREN-SP",FALSE,"Prenanthes species","Prenanthes species","Prenanthes species",0,NA
"5874",8591,"PRIM#EL",FALSE,"Primula elatior agg.","Primula elatior","Primula elatior",0,NA
"5875",13865,"PRIM*ME",FALSE,"Primula x media (P. elatior x veris)","Primula x media","Primula x media",0,NA
"5876",13866,"PRIM*PU",FALSE,"Primula x pubescens","Primula x pubescens","Primula x pubescens",0,NA
"5877",8586,"PRIMA-A",FALSE,"Primula auricula ssp. auricula","Primula auricula ssp. auricula","Primula auricula ssp. auricula",0,NA
"5878",8587,"PRIMA-B",FALSE,"Primula auricula ssp. balbisii","Primula auricula ssp. balbisii","Primula auricula ssp. balbisii",0,NA
"5879",14422,"PRIMAUH",FALSE,"Primula auricula ssp. hungarica","Primula auricula ssp. hungarica","Primula auricula ssp. hungarica",0,NA
"5880",8585,"PRIMAUR",FALSE,"Primula auricula","Primula auricula","Primula auricula",0,NA
"5881",8588,"PRIMCLU",FALSE,"Primula clusiana","Primula clusiana","Primula clusiana",0,NA
"5882",8589,"PRIMDAO",FALSE,"Primula daonensis","Primula daonensis","Primula daonensis",0,NA
"5883",8590,"PRIMELA",FALSE,"Primula elatior","Primula elatior","Primula elatior",0,8
"5884",13864,"PRIMELB",FALSE,"Primula elatior ssp. tatrensis","Primula elatior subsp. tatrensis","Primula elatior subsp. tatrensis",0,NA
"5885",13862,"PRIMELI",FALSE,"Primula elatior ssp. corcontica","Primula elatior subsp. corcontica","Primula elatior subsp. corcontica",0,NA
"5886",13863,"PRIMELO",FALSE,"Primula elatior ssp. elatior","Primula elatior subsp. elatior","Primula elatior subsp. elatior",0,NA
"5887",14378,"PRIMELR",FALSE,"Primula elatior ssp. poloninensis","Primula elatior ssp. poloninensis","Primula elatior ssp. poloninensis",0,NA
"5888",8592,"PRIMFAR",FALSE,"Primula farinosa","Primula farinosa","Primula farinosa",0,NA
"5889",8593,"PRIMGLU",FALSE,"Primula glutinosa","Primula glutinosa","Primula glutinosa",0,NA
"5890",8594,"PRIMHAL",FALSE,"Primula halleri","Primula halleri","Primula halleri",0,NA
"5891",8595,"PRIMHIR",FALSE,"Primula hirsuta","Primula hirsuta","Primula hirsuta",0,NA
"5892",8597,"PRIMINR",FALSE,"Primula intricata","Primula intricata","Primula intricata",0,NA
"5893",8596,"PRIMINT",FALSE,"Primula integrifolia","Primula integrifolia","Primula integrifolia",0,NA
"5894",8598,"PRIMMIN",FALSE,"Primula minima","Primula minima","Primula minima",0,NA
"5895",8607,"PRIM-SP",FALSE,"Primula species","Primula species","Primula species",0,NA
"5896",8600,"PRIMV-C",FALSE,"Primula veris ssp. canescens","Primula veris subsp. canescens","Primula veris subsp. canescens",0,NA
"5897",8599,"PRIMVER",FALSE,"Primula veris","Primula veris","Primula veris",0,10
"5898",8601,"PRIMV-I",FALSE,"Primula veris ssp. inflata","Primula veris subsp. canescens","Primula veris subsp. canescens",0,NA
"5899",8604,"PRIMVIL",FALSE,"Primula villosa","Primula villosa","Primula villosa",0,NA
"5900",8602,"PRIMV-S",FALSE,"Primula veris ssp. suaveolens","Primula veris ssp. suaveolens","Primula veris ssp. suaveolens",0,NA
"5901",8605,"PRIMVUL",FALSE,"Primula vulgaris","Primula vulgaris","Primula vulgaris",0,NA
"5902",8603,"PRIMV-V",FALSE,"Primula veris ssp. veris","Primula veris subsp. veris","Primula veris subsp. veris",0,NA
"5903",8606,"PRIMWUL",FALSE,"Primula wulfeniana","Primula wulfeniana","Primula wulfeniana",0,NA
"5904",8609,"PRITA-A",FALSE,"Pritzelago alpina ssp. alpina","Pritzelago alpina ssp. alpina","Pritzelago alpina ssp. alpina",0,NA
"5905",8611,"PRITA-B",FALSE,"Pritzelago alpina ssp. brevicaulis","Pritzelago alpina ssp. brevicaulis","Pritzelago alpina ssp. brevicaulis",0,NA
"5906",8608,"PRITALP",FALSE,"Pritzelago alpina","Pritzelago alpina","Pritzelago alpina",0,NA
"5907",8610,"PRITA-U",FALSE,"Pritzelago alpina ssp. austroalpina","Pritzelago alpina ssp. austroalpina","Pritzelago alpina ssp. austroalpina",0,NA
"5908",8612,"PRIT-SP",FALSE,"Pritzelago species","Pritzelago species","Pritzelago species",0,NA
"5909",13867,"PRUN*DI",FALSE,"Prunella x dissecta (P. grandiflora x laciniata)","Prunella x dissecta","Prunella x dissecta",0,NA
"5910",13868,"PRUN*IN",FALSE,"Prunella x intermedia (P. laciniata x vulgaris)","Prunella x intermedia","Prunella x intermedia",0,NA
"5911",13869,"PRUN*SP",FALSE,"Prunella x spuria (P. grandiflora x vulgaris)","Prunella species","Prunella species",0,NA
"5912",8648,"PRUNGRA",FALSE,"Prunella grandiflora","Prunella grandiflora","Prunella grandiflora",0,NA
"5913",8649,"PRUNLAC",FALSE,"Prunella laciniata","Prunella laciniata","Prunella laciniata",0,NA
"5914",8651,"PRUN-SP",FALSE,"Prunella species","Prunella species","Prunella species",0,NA
"5915",8650,"PRUNVUL",FALSE,"Prunella vulgaris","Prunella vulgaris","Prunella vulgaris",0,NA
"5916",8655,"PRUU#CE",FALSE,"Prunus cerasus agg.","Prunus cerasus+x eminens","Prunus cerasus+x eminens",0,NA
"5917",8668,"PRUU#SP",FALSE,"Prunus spinosa agg.","Prunus spinosa","Prunus spinosa",0,NA
"5918",13879,"PRUU*EF",FALSE,"Prunus x effusa (P. avium x cerasus)","Prunus x gondouinii","Prunus x gondouinii",0,NA
"5919",8671,"PRUU*EM",FALSE,"Prunus x eminens (P. cerasus x fruticosa)","Prunus x eminens","Prunus x eminens",0,NA
"5920",8672,"PRUU*FR",FALSE,"Prunus x fruticans (P. insititia x spinosa)","Prunus spinosa subsp. fruticans","Prunus spinosa subsp. fruticans",0,NA
"5921",13880,"PRUU*UM",FALSE,"Prunus x umbellifera (P. fruticosa x mahaleb)","Prunus x umbellifera","Prunus x umbellifera",0,NA
"5922",13870,"PRUUA*M",FALSE,"Prunus avium x mahaleb","Prunus armeniaca","Prunus armeniaca",0,NA
"5923",8652,"PRUUARM",FALSE,"Prunus armeniaca","Prunus armeniaca","Prunus armeniaca",0,NA
"5924",8653,"PRUUAVI",FALSE,"Prunus avium","Prunus avium","Prunus avium",0,31
"5925",8656,"PRUUCEA",FALSE,"Prunus cerasus","Prunus cerasus","Prunus cerasus",0,NA
"5926",8654,"PRUUCER",FALSE,"Prunus cerasifera","Prunus cerasifera","Prunus cerasifera",0,NA
"5927",8658,"PRUUD-D",FALSE,"Prunus domestica ssp. domestica","Prunus domestica","Prunus domestica",0,NA
"5928",8659,"PRUUD-I",FALSE,"Prunus domestica ssp. insititia","Prunus insititia","Prunus insititia",0,4
"5929",8657,"PRUUDOM",FALSE,"Prunus domestica","Prunus domestica agg.","Prunus domestica agg.",0,NA
"5930",8660,"PRUUDUL",FALSE,"Prunus dulcis","Prunus dulcis","Prunus dulcis",0,NA
"5931",8661,"PRUUFRU",FALSE,"Prunus fruticosa","Prunus fruticosa","Prunus fruticosa",0,NA
"5932",13871,"PRUUJAP",FALSE,"Prunus japonica","Prunus japonica","Prunus japonica",0,NA
"5933",13872,"PRUULAU",FALSE,"Prunus laurocerasus","Prunus laurocerasus","Prunus laurocerasus",0,NA
"5934",13873,"PRUUMAA",FALSE,"Prunus mahaleb ssp. mahaleb","Prunus mahaleb subsp. mahaleb","Prunus mahaleb subsp. mahaleb",0,NA
"5935",8662,"PRUUMAH",FALSE,"Prunus mahaleb","Prunus mahaleb","Prunus mahaleb",0,NA
"5936",13874,"PRUUMAL",FALSE,"Prunus mahaleb ssp. simonkaii","Prunus mahaleb subsp. simonkaii","Prunus mahaleb subsp. simonkaii",0,NA
"5937",8663,"PRUUPAD",FALSE,"Prunus padus","Prunus padus","Prunus padus ssp. padus",0,6
"5938",8665,"PRUUP-E",FALSE,"Prunus padus ssp. petraea","Prunus padus subsp. borealis","Prunus padus subsp. borealis",0,NA
"5939",8666,"PRUUPER",FALSE,"Prunus persica","Prunus persica","Prunus persica",0,NA
"5940",8664,"PRUUP-P",FALSE,"Prunus padus ssp. padus","Prunus padus subsp. padus","Prunus padus subsp. padus",0,NA
"5941",8667,"PRUUSER",FALSE,"Prunus serotina","Prunus serotina","Prunus serotina",0,NA
"5942",13875,"PRUUSEU",FALSE,"Prunus serrulata","Prunus serrulata","Prunus serrulata",0,NA
"5943",8675,"PRUU-SP",FALSE,"Prunus species","Prunus species","Prunus species",0,1
"5944",8669,"PRUUSPI",FALSE,"Prunus spinosa","Prunus spinosa subsp. spinosa","Prunus spinosa",0,8
"5945",8673,"PRUUSPN",FALSE,"Prunus spinosa ssp. dasyphylla","Prunus spinosa","Prunus spinosa",0,NA
"5946",8674,"PRUUSPO",FALSE,"Prunus spinosa ssp. spinosa","Prunus spinosa subsp. spinosa","Prunus spinosa",0,NA
"5947",13876,"PRUUSUB",FALSE,"Prunus subhirtella","Prunus subhirtella","Prunus subhirtella",0,NA
"5948",8670,"PRUUTEN",FALSE,"Prunus tenella","Prunus tenella","Prunus tenella",0,NA
